store_name,address,store_link
"ZUDIO - SURAT, TRINITY BUSINESS PARK","G-5 & G-6, L.P. Savani Road , Surat - 395009 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/surat/trinity-surat
"ZUDIO - BENGALURU, JUPITER MANTRI MALL","KHB Games Village, Koramangala , Bengaluru - 560047 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/jupiter-mall-mantri
"ZUDIO - MANGALURU, EXCEL MISCHIEF MALL","K.S. Rao Road, Hampankatta , Mangaluru - 575001 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/mangaluru/zudio-mangaluru-excel-mischief-mall-z070
ZUDIO - PANCHKULA,"SCO – 35, Ground and First floor, Sector 11 , Panchkula - 134109 , Haryana",https://www.zudio.com/apps/s/zudio/storelocator/haryana/panchkula/panchkula
"ZUDIO - VADODARA, NILAMBER TRIUMPH MALL","TP Scheme No. 17, FP No. 7/2 + 8, (CS-89), Village - Saiyad - Vasna , Vadodara - 391140 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/vadodara/zudio-vadodara-nilamber-z089
"ZUDIO - HYDERABAD, SARATH CITY CAPITAL MALL","Gachibowli - Miyapur Road, Level 6, White Field Rd, Whitefields, Kondapur , Hyderabad - 500084 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/sarath-city-hydreabad
"ZUDIO - JAIPUR, PINK SQUARE MALL","Plot no. 1/2, Govind Marg, Saket colony, Adarsh Nagar , Jaipur - 302004 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/jaipur/pink-square-jaipur
"ZUDIO - THRISSUR, Y MALL","Emmay Projects India Pvt Ltd, NH 17, Thriprayar Signal Junction, Nattika PO , Thrissur - 680566 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thrissur/y-mall-kerla
"ZUDIO - VIJAYAWADA, VSN MALL","Ground & 1st floor, Siddhartha Nagar, Benz Circle , Vijayawada - 520008 , Andhra Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/andhrapradesh/vijayawada/vijaywada
"ZUDIO - BENGALURU, MANTRI SQUARE MALL","Sampige Rd, Malleshwaram , Bengaluru - 560003 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/mantri-square-bangalore
"ZUDIO - PUNE, KUMAR PACIFIC MALL","Shankar Seth Road, Gultekdi , Pune - 411042 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/kumar-pacific-mall-pune
"ZUDIO - VADODARA, TAKSH GALAXY MALL","Near L & T Knowledge City, Waghodia, Madhavpura, NH 8 , Vadodara - 390019 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/vadodara/zudio-vadodara-taksh-galaxy-mall-z073
"ZUDIO - PATNA, KANKARBAUG","Sai Kusum Infinity, Kankarnaug Main Road , Patna - 800001 , Bihar",https://www.zudio.com/apps/s/zudio/storelocator/bihar/patna/patna-kankarbagh
"ZUDIO - PATNA, BAILEY ROAD","SKREPL Sai Mani Orchid, Main Bailley Road , Patna - 801503 , Bihar",https://www.zudio.com/apps/s/zudio/storelocator/bihar/patna/patna-bailey-rd
"ZUDIO - BHUBANESWAR, IRC VILLAGE","Raptani Bhavan,BDA Commercial Complex,Indradhanu Market , Bhubaneswar - 751015 , Odisha",https://www.zudio.com/apps/s/zudio/storelocator/odisha/bhubaneswar/bhubaneshwarirc-village
"ZUDIO - COIMBATORE, LAKSHMI MILLS CO. LTD.","605-608, Avanashi Road, Pappanaickenpalayam , Coimbatore - 641037 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/coimbatore/zudio-coimbatore-lakshmi-mills-co-ltd
"ZUDIO - THANE, PRABHAT PLAZA","Opposite MLD High School, Shivaji Path , Thane - 400601 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/thane/thane-station-road
"ZUDIO - CHENNAI, SELAIYUR","Plot No. 153, Velachery Main Road, Opp. Selaiyur Police Station, Selaiyur, East Tambaram , Chennai - 600059 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/chennai/selaiyur-chennai
"ZUDIO - ANAND, SIGMA PRIME COMPLEX","Railway Station Road, Vallabh Vidyanagar , Anand - 388120 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/anand/sigma-prime-complex-anand
ZUDIO - TRIVANDRUM,"P. Madhavan Thampy Hall, Kesvadaspuram , Thiruvananthapuram - 695004 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thiruvananthapuram/zudio-thiruvananthapuram-z055
"ZUDIO - AHMEDABAD, NORTH PLAZA MOTERA","Near D Mart, Opposite Palladium Business Hub , Ahmedabad - 380005 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/north-plaza-motera
"ZUDIO - CHENNAI, T NAGAR","Near Indian Bank, T Nagar, Panagal Park , Chennai - 600017 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/chennai/t-nagar
"ZUDIO - NADIAD, SHREEJI KUNJ COMPOUND","Opposite Sparsh Apartments, College Road , Nadiad - 387001 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/nadiad/shreeji-kunj-compound-nadiad
"ZUDIO - PUNE, 93 AVENUE","Kalubai Chowk, Near Fatima Junction, Wanowrie, Opposite Croma , Pune - 411022 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/93-avenue-pune
"ZUDIO - KOLKATA, FORT BARLOW","59C, Chowringhee Road , Kolkata - 700020 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/kolkata/fort-barlow
"ZUDIO - AHMEDABAD, BAPUNAGAR","Diamond Square, Opposite Samjuba Hospital , Ahmedabad - 380024 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/diamond-square-bapunagar
"ZUDIO - KURNOOL, VARIETY MALL","(City Square Mall), Near Rajvihar Circle, Beside Shri Rama Theaters , Kurnool - 518004 , Andhra Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/andhrapradesh/kurnool/variety-mall-kurnool
"ZUDIO - BENGALURU, KORMANGALA","HM Vibha Towers, Muncipal No 66/5-25, Luskar Hosur Road, Ward No 63, Koramangala , Bengaluru - 560001 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/koramangala
"ZUDIO - BHOPAL, CAPITAL MALL","Hoshangabad, Misrod , Bhopal - 462004 , Madhya Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/madhyapradesh/bhopal/capital-mall-bhopal
"ZUDIO - COIMBATORE, PROZONE MALL","Sivanandhapuram, Saravanampatti , Coimbatore - 641035 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/coimbatore/coimbatore-prozone-mall
"ZUDIO - AHMEDABAD, RANIP","Arved Transcube Plaza, GSRTC Bus depot, Ranip , Ahmedabad - 382480 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/gsrtc-ranip
"ZUDIO - JODHPUR, SVP TOWERS","7th B-Road, Sardarpura , Jodhpur - 342003 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/jodhpur/jodhpur
"ZUDIO - HYDERABAD, KOTHAPET","11-13-186 / 1/4, Green Hills Colony , Hyderabad - 500035 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/kothapet-z043
"ZUDIO - GOA, MARGAO","Umiya Mercado, Kharebandh, Margao on Varca, Margao road , Margao - 403601 , Goa",https://www.zudio.com/apps/s/zudio/storelocator/goa/margao/margao-goa
"ZUDIO - HYDERABAD, BALANAGAR","A2A Central, Door No. 6-9-30, Opposite IDPL Colony Water Tank , Hyderabad - 500037 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/bala-nagar-hyderabad
"ZUDIO - SURAT, ISCON MALL","Opposite Rajhans Cinema, Dumas Road, Piplod , Surat - 395007 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/surat/surat-iscon-mall
"ZUDIO - AMBALA, MODEL TOWN","INCO CBD, Plot NO.2 , Ambala - 134003 , Haryana",https://www.zudio.com/apps/s/zudio/storelocator/haryana/ambala/model-town-ambala-city
"ZUDIO - HYDERABAD, IRRUM MANZIL MALL","TS Nos.3/1, In Ward No.85, Block No. E, Khairatabad Village & Mandal , Hyderabad - 500004 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/erram-manzil-hyderabad
"ZUDIO - CHENNAI, SPENCER PLAZA","769, Anna Salai, Triplicane , Chennai - 600002 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/chennai/spencer-plaza-chennai
"ZUDIO - HYDERABAD, AMEERPETH","L&T, Ameerpeth Metro Junction Station , Hyderabad - 500038 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-ameerpeth
"ZUDIO - NAGPUR, VIPL","IT Park Road, Gayatri Nagar, Pratap Nagar, Next to Big Bazar , Nagpur - 440022 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/nagpur/nagpur-vipl
"ZUDIO - KOCHI, PRESTIGE TMS SQUARE MALL","NH-66, Byepass, Padivattom, Edapally , Kochi - 682024 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/kochi/prestige-tms-square-kochi
"ZUDIO - AMRITSAR, MUKUT HOUSE","Plot no-3, Opp. Company Gardens, Mall Road , Amritsar - 143001 , Punjab",https://www.zudio.com/apps/s/zudio/storelocator/punjab/amritsar/mukut-house-amritsar
"ZUDIO - STAR BAZAAR, AHMEDABAD, ISCON MALL","Starbazar Near Jodhpur Char Rasta, Opp. Bidiwala Park, Satelite Road , Ahmedabad - 380015 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/iscon-mall-ahmedabad
"ZUDIO - STAR BAZAAR, MUMBAI, ANDHERI","Starbazar Crystal Point Mall, New Link Road, Andheri (W) , Mumbai - 400053 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/mumbai-maharashtra-st04
"ZUDIO - STAR BAZAAR, SURAT, IMPERIAL MALL","Starbazar Surat Dummas Road, Opposites Govardhan Haveli Temple, Adajan , Surat - 395009 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/surat/adajan-surat
"ZUDIO - STAR BAZAAR, KOLHAPUR","Starbazar Ghatge Patil Automobiles, 517 E, Old Pune Bengaluru Road, Opp. Hotel Victor Palace , Kolhapur - 416001 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/kolhapur/kolhapur
"ZUDIO - STAR BAZAAR, PUNE, PHOENIX MARKET CITY","Starbazar Ground Floor Building, B Junction, Off Pune Nagar Road, Viman Nagar , Pune - 411014 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/pune-2-market-city
"ZUDIO - STAR BAZAAR, PUNE, MAGARPATTA","Starbazar Seasons Mall, Hadapsar , Pune - 411028 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/pune-3-magarpatta
"ZUDIO - Bengaluru, Varthur Road","Starbazar SJR - Zion, S. No. 42/5, Opposite Shankar Eye Hospital, Near Kundalahalli Gate Signal, Next to Golkanda Chimney Restaurant, Munnekolau Village, Varthur , Bengaluru - 560037 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/varthur-road
"ZUDIO - STAR BAZAAR, HYDERABAD, GACHIBOWLI","Starbazar 18, Sandhya Hotels Private Limited, Survey nos. 122,123 & 124, Gachibowli Village, Serllingampally Mandal, Ranga , Hyderabad - 500032 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/gachibowli
"ZUDIO - Thane, Emerald Plaza","Starbazar Hiranandani Meadows, Block No. 4, 1 st floor, 102 & 103, Gladys Alvares Road, Pokhran road 2 , Thane - 400610 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/thane/emerald-plaza-thane
"ZUDIO - STAR BAZAAR, BENGALURU, NAGARBHAVI","Starbazar Ground Floor, Nandi Complex, Site No. 619 & 620, 80 Feet Main Road, Vinayaka, Layout, 2nd Stage, Annapoorneshwari Nagar , Bengaluru - 560072 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/nagarbhavi
"ZUDIO - Mumbai, Nallasopara","Starbazar Tania Horizon, 1st floor, Above Vijay Sales, Station Rd, Nalasopara West , Mumbai - 401203 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/tania-horizon-nalasopara
"ZUDIO - HYDERABAD, UPPAL","Pujala Plaza, Survey#93/2&125, Warangal Road , Hyderabad - 500001 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-klk
"ZUDIO - STAR BAZAAR, PUNE, CHINCHWAD,","Starbazar MIDC, D-III Block, Plot No 91, Opposite Greaves Limited , Pune - 411019 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/pune-1-chinchvad
"ZUDIO - KOZHIKODE, HILITE MALL","Thondayad Bypass, G A College PO , Kozhikode - 673014 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/kozhikode/hilite-mall
ZUDIO - JHARSUGUDA,"Sarbahal Road, Near Vishal Mega Mart , Jharsuguda - 768201 , Odisha",https://www.zudio.com/apps/s/zudio/storelocator/odisha/jharsuguda/jharsuguda
"ZUDIO - DAVANAGERE, TOSHANI EMPORIA AVENUE","Kamalamma Road, Prince Jayachamaraja Wodeyar, AVK Road, PJ Extension , Davanagere - 577002 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/davanagere/toshani-emporia-avenue
"ZUDIO - HYDERABAD, RAMANTHAPUR","Hotel Bhadra Grand, Beside NSL Arena , Hyderabad - 500013 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/ramanthapur
"ZUDIO - LUDHIANA, WAVE MALL","Plot no 2 & 3, Ferozpur Road , Ludhiana - 141001 , Punjab",https://www.zudio.com/apps/s/zudio/storelocator/punjab/ludhiana/wave-mall
"ZUDIO - HYDERABAD, ATTAPUR","Pillar No 138, Attapur Main Road , Hyderabad - 500048 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/attapur
"ZUDIO - BHARUCH, SUHRADAM","Shree Hari Enterprise, Plot No. 2, Sarveshwar Nagar, Opp Zadeshwar Bus Stop , Bharuch - 392011 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/bharuch/bharuch
"ZUDIO - INDORE, TI MALL","LG Floor 11, Mahatma Gandhi road, Near Presure Sland South Tukoganj , Indore - 452001 , Madhya Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/madhyapradesh/indore/ti-mall
"ZUDIO - BENGALURU, VR MALL","Whitefield Main road, Devasandra Industrial Estate, Mahadevapura , Bengaluru - 560048 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/vr-mall
"ZUDIO - STAR BAZAAR, BENGALURU, UMIYA VELOCITI","Starbazar Hebbal Village, Kasaba Hobli , Bengaluru - 560054 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/umiya-velocity
"ZUDIO - BENGALURU, ELECTRONIC CITY","SY NO. 106/1, Electronics City Phase 1, Doddathoguru cross , Bengaluru - 560100 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/electronic-city
"ZUDIO - AHMEDABAD, RATNA PALDI","Ratna Artemus - 2, Vasna Road, Fatehpura Gam, Bhatta, Paldi , Ahmedabad - 380007 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/zudio-ratna-paldi-ahmedabad
"ZUDIO - HUBBALLI, U MALL","Shree Shakti road, near Apsara theatre, J C Nagar, New Hubli , Hubballi - 580020 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/hubballi/u-mall
"ZUDIO - RAJKOT, R K PRIME","2, 150 Ring Road, Near Balaji Hall , Rajkot - 360004 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/rajkot/r-k-prime
"ZUDIO - BELGAUM, KANAKA SHREE PLAZA","4833/26B, 38B, 39B, 41B, 45B, 46B & 47B, Dr. B R Ambedkar Road , Belgaum - 590010 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/belgaum/zudio-dehradun-uttarakhand
"ZUDIO - BENGALURU, HENNUR HOBLI","Indraprastha No 82 /11, Byrthi Village , Kothanur, Hobli , Hennur Road , Bengaluru - 560077 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/hennur-hobli
"ZUDIO - RAIPUR, KATORA TALAB","Nirmal Tower, B/ 32, Shailendra Nagar , Raipur - 492001 , Chhattisgarh",https://www.zudio.com/apps/s/zudio/storelocator/chhattisgarh/raipur/katoratalab
ZUDIO - YAMUNA NAGAR,"Asheerwad Complex, 540 Model Town , Yamuna Nagar - 135001 , Haryana",https://www.zudio.com/apps/s/zudio/storelocator/haryana/yamunanagar/yamuna-nagar
"ZUDIO - AHMEDABAD, SCIENCE CITY","Sangam Saphire, Near Hearth Party Plot, Science city road, Sola , Ahmedabad - 380060 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/science-city
"ZUDIO - BILASPUR, LINK ROAD","PH No 22/23, Khasra No. 566, Beside Sports Station, Near CMD college, Link Road , Bilaspur - 495001 , Chhattisgarh",https://www.zudio.com/apps/s/zudio/storelocator/chhattisgarh/bilaspur/bilaspur-link-rd
"ZUDIO - MYSORE, GARUDA MALL","Albert Victor Road, Agrahara , Mysore - 570001 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/mysore/garuda-mall
"ZUDIO - CHENNAI, AMBATTUR","Madras Thiruvallur High Road, Manthoppu Nagar, Near Teja Hospital, Ambattur , Chennai - 600053 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/chennai/ambattur
"ZUDIO - INDORE, MALHAR MEGA MALL","AB Road, Scheme No.54, Vijay Nagar , Indore - 452010 , Madhya Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/madhyapradesh/indore/malhar-mega-mall
"ZUDIO - KOTA, THE GREAT MALL","Ramchandrapura, DCM Road, Dhanmandi , Kota - 324007 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/kota/the-great-mall
"ZUDIO - DEHRADUN, UTTARAKHAND","Plot no 141, Rajpur Road , Dehradun - 248001 , Uttarakhand",https://www.zudio.com/apps/s/zudio/storelocator/uttarakhand/dehradun/rajpur-road
"ZUDIO - STAR BAZAAR , AHMEDABAD, AANGAN PARTY","Starbazar Star Hyper, survey no 540/1540/2, plot adjacent to Aangan banquet, Jodhpur Village, satellite , Ahmedabad - 380015 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/aangan-party
"ZUDIO - STAR BAZAAR, PUNE, BHADLE","Starbazar Sarswati market, Wagholi, Kesnand fata , Pune - 412207 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudio-bhadle-pune-sm41
"ZUDIO - STAR BAZAAR, HYDERABAD, ASHOKA GARDEN","Starbazar Sy No 129/1, Opp: Bapuji Nagar, Bowenpally, Secundarabad , Hyderabad - 500011 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/star-bazaar-hyderabad-ashoka-garden
"ZUDIO - Mumbai, Grand Galleria","Starbazar Plot No CFC 1, Avenue N, Opp Yazoo park, Virar west , Mumbai - 401303 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/zudio-star-bazaar-grand-galleria-mumbai-sm43
"ZUDIO - KOCHI, KAKKANAD","Esperanza, Chittethukara, Sea Airport Road , Kochi - 682037 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/kochi/zudio-kochi-kakkanad-z098
"ZUDIO - LUCKNOW, ENGINEERING CROSSING","CP-50(A), Sitapur road Yoj, sector- E, Jankipuram , Lucknow - 226021 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/lucknow/zudio-lucknow-engineering-crossing-z154
"ZUDIO - PATIALA, RAJKAMAL SQUARE","Shop no 6 & 7 GF & FF, Bhupindra road, Punjabi bagh , Patiala - 147001 , Punjab",https://www.zudio.com/apps/s/zudio/storelocator/punjab/patiala/zudio-patiala-rajkamal-square-z118
"ZUDIO - PUNE, LOHEGAON","Skyways 284, Porwal road, Lohegaon , Pune - 411047 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudio-pune-lohegaon-z142
"ZUDIO - NANDED, BURBON PLAZA","Burbon Plaza, Opp Shri Guru Gobindsinghji Blood bank, Govardhanghat road , Nanded - 431601 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/nanded/zudio-nanded-burbon-plaza-z091
"ZUDIO - RAIPUR, PANDRI","Plot no – K-11/2, Khasara No-11/7, Pandri Mandi Gate, Near CG Elite complex , Raipur - 492004 , Chhattisgarh",https://www.zudio.com/apps/s/zudio/storelocator/chhattisgarh/raipur/zudio-raipur-pandri-z173
"ZUDIO - JAIPUR, TONK ROAD","Plot no- 7-8-9, Opp Sanghi Motors, Kailashpuri, Main Tonk Road , Jaipur - 302018 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/jaipur/zudio-jaipur-tonk-road-z123
"ZUDIO - Manipal, Mangaluru","Asif’s Association, Near Hotel Attill, Manipal Udupi Road , Manipal - 576104 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/manipal/zudio-manipal-mangaluru-z177
"ZUDIO - KOLKATA, LAKE MALL","Rashbehari Avenue, P.S. Tollygunge, Lake Market, Kalighat , Kolkata - 700029 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/kolkata/zudio-kolkata-lake-mall-z182
ZUDIO - BELLARY,"Kakades, Plot no - 4, Siddhartha Nagar, Infantry Road, Cantonment , Bellary - 583104 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bellary/zudio-kernataka-bellary-z069
"ZUDIO - HYDERABAD, MADHAPUR","Incore 9 Building, Kavuri Hills , Hyderabad - 500033 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-madhapur-hyderabad-z184
"ZUDIO - HYDERABAD, HIMAYAT NAGAR","Parak Heritage, 3-6-434, Himayat nagar main road , Hyderabad - 500029 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-himayath-nagar-hyderabad-z197
"ZUDIO - BHILAI, TI MALL","Surya Treasure Island, Near HI Tek Hospital, junawani road , Bhilai - 490020 , Chhattisgarh",https://www.zudio.com/apps/s/zudio/storelocator/chhattisgarh/bhilai/zudio-surya-ti-mall-bhilai-z171
"ZUDIO - BHAVNAGAR, HIMALAYA MALL","Opp. Victoria Park , Bhavnagar - 364001 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/bhavnagar/zudio-bhavnagar-himalaya-mall-gujrat-z206
ZUDIO - MADHYAMGRAM,"Tirath Divine, Uday Rajpur, Chowmantha , Madhyamgram - 700129 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/madhyamgram/zudio-kolkata-madhyamgram-z172
"ZUDIO - NAVI MUMBAI, KAMOTHE","Shree Saheba, Jui Kamothe sector 36, Panvel , Navi Mumbai - 410209 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/navimumbai/zudio-mumbai-kamothe-z192
"ZUDIO - NAVI MUMBAI, KHARGHAR 2","Starbazar Kamdhenu commercial, Plot no.2, Sector 14, Kharghar, , Navi Mumbai - 410210 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/navimumbai/zudio-mumbai-kharghar-2-sm44
"ZUDIO - HYDERABAD, PRESTON MALL","Preston Prime Mall, Hitech City Main Road, Lumbini Avenue, Gachibowli , Hyderabad - 500081 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-preston-mall-z097
"ZUDIO - HYDERABAD, PRAGATI NAGAR","Starbazar Bachupally Village, Pragati Nagar, Gram Panchayat, Quthbullapur Mandal, Ranga Reddy District , Hyderabad - 500090 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-pragati-nagar-sm49
"ZUDIO - BENGALURU, RAMAMURTHY NAGAR","Starbazar Survey No. 93, Yerrayanapally, Kowdenhalli, Ramamurthy Nagar , Bengaluru - 560016 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-bengaluru-ramamurthy-nagar-sm53
"ZUDIO - PUNE, GRAND HIGH STREET MALL","Starbazar Shop no .7, GF, Global Highstreet, Survey No.234 1-4,6,7, 235 6- 9,245/ 1to 3, Village Hinjewadi, Taluka Mulshi, , Pune - 411057 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudio-pune-global-high-street-mall-sm56
"ZUDIO - KOCHI, SEAPORT AIRPORT ROAD","Cheryl Hill Park, Seaport Airport Road, Kakkanad , Kochi - 682021 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/kochi/zudio-kochi-seaport-airport-road-z185
"ZUDIO - AHMEDABAD, SATYAMEV ELITE","GF Shop No 101 to 106, Satyamev Elite, Bopal Bridge, Bopal Ambli Road, Opp BRTS , Ahmedabad - 380058 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/zudio-ahmedabad-satymev-elite-z194
"ZUDIO - HYDERABAD, KUKATPALLY - II","Archies Continental, 5-2-4/11, Beside Metro Pillar no A-804, Kukatpally , Hyderabad - 500072 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-kukatpally-ii-z193
"ZUDIO - HYDERABAD, P.G, ROAD","Starbazar P.G, Road, Sindhi Colony, Opp Wesley junior college, Secunderabad , Hyderabad - 500010 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-pg-road-sm32
"ZUDIO - STAR BAZAAR, VADODARA, IMPERIA BUILDING","Starbazar old channi road, Sardar Nagar, near Pandya Bridge , Vadodara - 390002 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/vadodara/zudio-vadodara-matrix-star-bazaar-t028
"ZUDIO - Hyderabad, Shilpa Park","Starbazar Sy no 61/AA, Plot no 1,2 &3, Shilpa park lane, Serilingampalli Mandal, Kondapur , Hyderabad - 500084 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-star-bazaar-hyderabad-shilpa-park-sm59
"ZUDIO - LUDHIANA, GHUMAR MANDI","Swarn Walia Plaza, B-20, 1121, Ghumar Mandi Road, Near Bata , Ludhiana - 141001 , Punjab",https://www.zudio.com/apps/s/zudio/storelocator/punjab/ludhiana/zudio-ludhiana-ghumar-mandi-z160
"ZUDIO - TRIVANDRUM, MALL OF TRAVANCORE","Near International Airport, Chakkai , Thiruvananthapuram - 695024 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thiruvananthapuram/zudio-thiruvananthapuram-mall-of-travancore-mot-z195
