store_name,address,store_link
"ZUDIO - KOLKATA, BARRACKPORE","Atindra Cinema Hall, 91 (73), Ghoshpara Road, Airport area Barrackpore , Kolkata - 700120 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/kolkata/zudio-kolkata-barrackpore-z188
"ZUDIO - STAR BAZAAR, PUNE, KAKADE ONE CENTER PORT","Starbazar C.T.S No 2686 B, Upper Ground floor, University Road, Near E-Square, Shivajinagar , Pune - 411016 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudio-pune-kakade-one-center-port-sm60
"ZUDIO - NAGPUR, RAMDASPETH","Rana House , Nagpur - 440010 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/nagpur/zudio-nagpur-ramdaspeth-z189
"ZUDIO - HYDERABAD, CHANDANAGAR","Tapadiya Maruti Infinity, Gangaram Engineers Enclave , Hyderabad - 500032 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-chandanagar-z200
ZUDIO - GANDHIDHAM,"Ward No 12-B, Plot No 339, Opp Honest Hotel, Near Banking Circle Road, Kutch , Gandhidham - 370201 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/gandhidham/zudio-gandhidham-z280
"ZUDIO - GANDHINAGAR, R WORLD","R World 16, Plot No. 400, Sector-16 , Gandhinagar - 382016 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/gandhinagar/zudio-gandhinagar-r-world-z281
"ZUDIO - VARANASI, DHANUSHREE COMPLEX","Ground floor, D.57/3-1, 2, 3, Dhanushree Complex Sigra, Siddhgiri , Varanasi - 221010 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/varanasi/zudio-varanasi-dhanushree-complex-z334
"ZUDIO - THODUPUZHA, DREAM MALL","Rotary Junction , Thodupuzha - 685584 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thodupuzha/zudio-thodupuzha-dream-mall-z186
"ZUDIO - COIMBATORE, METTUPALAYAM ROAD","Altin Square, SF No 342/2, Mettupalayam Main Road, GN Mills Post, Vellikinaru village , Coimbatore - 641029 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/coimbatore/zudio-coimbatore-mettupalayam-road-z178
"ZUDIO - PRAYAGRAJ, THE PALACE CINEMA","Mahatma Gandhi Marg , Prayagraj - 211001 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/prayagraj/zudio-prayagrajthe-palace-cinema-z335
"ZUDIO - AHMEDABAD, ICONIC SHYAMAL","GF- 15,16,17 & FF- 115,116, Shyamal cross Road, Satellite , Ahmedabad - 380015 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/zudio-ahmedabadiconic-shyamal-z207
"ZUDIO - Bengaluru, Lulu Global Mall","Gopalapura, Binnipete , Bengaluru - 560023 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/lulu-global-mall
"ZUDIO - Mysore, Gokulam road","Manomay 55,62 A, Gokulam Main Road, 3rd Block, JayaLaxmipuram , Mysore - 570012 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/mysore/z161
"ZUDIO - Varnasi, Bhelupur","Gunjan complex, B20/44, A-2 , Varanasi - 221010 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/varanasi/z162
"ZUDIO - MUMBAI, XPERIA LODHA MALL","1st Floor, Kalyan Shilphata Road, Palava, Dombivali , Mumbai - 421204 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/z179
"ZUDIO - COIMBATORE, CROSS CUT ROAD","V-Tower, No 789 to 792, Cross Cut Road , Coimbatore - 641012 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/coimbatore/z181
"ZUDIO - GURUGRAM, MALL 51","Shop No - 10,11,12 & 13, Plot No M-1, Bindapur, Sector 51 , Gurugram - 122018 , Haryana",https://www.zudio.com/apps/s/zudio/storelocator/haryana/gurugram/zudio-gurugrammall-51-z211
"ZUDIO - NEW DELHI, KAMLA NAGAR","21, Bunglow Road , New Delhi - 110007 , Delhi",https://www.zudio.com/apps/s/zudio/storelocator/delhi/newdelhi/zudio-delhi-kamla-nagar-z257
"ZUDIO - CHENNAI, VIVIRA MALL","33, Old Mahabalipuram Road, Navalur , Chennai - 600130 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/chennai/zudio-chennai-vivira-mall-z241
"ZUDIO - STAR BAZAAR, MUMBAI, NALASOPARA","Starbazar Capital Mall, Lower Ground Floor, Yashwant Viva Township , Mumbai - 401209 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/zudio-mumbai-capital-mall-star-bazar-sm58
"ZUDIO - HARIDWAR, RANIPUR MORE","Plot No. 392, Near Chandra Charya Chawk , Haridwar - 249401 , Uttarakhand",https://www.zudio.com/apps/s/zudio/storelocator/uttarakhand/haridwar/zudio-haridwar-ranipur-z260
"ZUDIO - JAMSHEDPUR, BISTUPUR","Senclave, 1- B, Road No. 3, Contractors Area , Jamshedpur - 831001 , Jharkhand",https://www.zudio.com/apps/s/zudio/storelocator/jharkhand/jamshedpur/zudio-jamshedpur-bistupur-z262
"ZUDIO - HYDERABAD, PRAGA MALL","Municipal No. 8 To 32 & 395, Survey No.33 to 39 & 85 /1, Situated at ward 6, Block 6 on Plot No. 1, Kavadiguda, Secunderabad, , Hyderabad - 500080 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-praga-mall-z125
"ZUDIO - THRISSUR, SHOBHA CITY MALL","Shobha City, Puzhakkal Post Office , Thrissur - 680553 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thrissur/zudio-thrissur-shobha-city-mall-z223
"ZUDIO - HYDERABAD, BANJARA HILLS","Starbazar Sr. No. 129 /32, Block No. 02, H. No. 703, Banjara Hills Road Number 12 , Hyderabad - 500034 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-banjara-hills-sm26
"ZUDIO - BENGALURU, CHANNASANDRA","Starbazar Aashvi , No. 7 & 8, Spring Valley, Chanasandra Road, Hopefarm Junction, Whitefield , Bengaluru - 560066 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-bengaluru-chanasandra-sm06
"ZUDIO - BENGALURU, UTTARAHALLI","Starbazar Vishnu Vardhan Road, Opposite to Reliance Fresh, Uttarahalli , Bengaluru - 560066 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-bengaluru-uttarahalli-sm17
"ZUDIO - JAMMU, KUNJWANI BYPASS ROAD","Plot / Khasra No. 301, Next to Tata Motors , Jammu - 180010 , Jammu&Kashmir",https://www.zudio.com/apps/s/zudio/storelocator/jammu&kashmir/jammu/zudio-jammu-kunjwani-bypass-road-z214
"ZUDIO - GOA, PORVORIM","H. No. 222 (809), Plot No 135/ 1, Near Goa Scan Centre, Holy Family Church, Alto Porvorim, Scooro , AltoPorvorim - 403521 , Goa",https://www.zudio.com/apps/s/zudio/storelocator/goa/altoporvorim/zudio-goa-porvorim-z168
"ZUDIO - BENGALURU, HSR LAYOUT","Site No. 2332, Sector No. 2, HSR Layout , Bengaluru - 560102 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-bengaluru-hsr-layout-z215
"ZUDIO - HOWRAH, SHIBPUR","493/C/B, G. T. Road, P. O. & P. S. , Howrah - 711102 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/howrah/zudio-howrah-shibpur-z196
"ZUDIO - UDAIPUR, ASHOK CINEMA","Udaipur Central, Ashok Cinema Courtyard, 3 Panchsheel Marg, Town Hall Road , Udaipur - 313001 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/udaipur/zudio-udaipur-ashok-cinema-z324
"ZUDIO - DIMAPUR, NAGA MALL","Dobhinalla (Midland) Road, Diagonally Opp to West Police Station , Dimapur - 797112 , Nagaland",https://www.zudio.com/apps/s/zudio/storelocator/nagaland/dimapur/zudio-dimapur-naga-mall-z360
"ZUDIO - NEW DELHI, JANAKPURI","Plot No. C1/14 , New Delhi - 110058 , Delhi",https://www.zudio.com/apps/s/zudio/storelocator/delhi/newdelhi/zudio-delhi-janakpuri-z258
"ZUDIO - AGRA, FATEHABAD ROAD","1374-1375, Basai Mustkil, Tajganj , Agra - 282001 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/agra/zudio-agra-fatehabad-road-z157
"ZUDIO - Borivali, Utopia Garden Grove Mall","Starbazar Village Eksar, Chikoowadi, Borivali West , Mumbai - 400092 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/utopia-garden-grove-mall
"ZUDIO - VARANASI, SHIVPUR","Airport Road, Plot No. 102, Bharlai , Varanasi - 221003 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/varanasi/zudio-varanasi-shivpur-z250
"ZUDIO - JALPAIGURI, COSMOS CIRCLE","221 & 222, Cosmos Circle, Siliguri Road, Kadamtala More , Jalpaiguri - 735101 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/jalpaiguri/zudio-jalpaiguri-z255
"ZUDIO - VISAKHAPATNAM, R K ESTATE","R K Estate, 10–50-58/1, Ram Nagar , Visakhapatnam - 530001 , Andhra Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/andhrapradesh/visakhapatnam/zudio-visakhapatnam-r-k-estate-z393
"ZUDIO - ZIRAKPUR, OXFORD STREET","Adjoining Royal Estate, Chandigarh Ambala Highway, Zirakpur, SAS Nagar , Zirakpur - 140603 , Punjab",https://www.zudio.com/apps/s/zudio/storelocator/punjab/zirakpur/zudio-zirakpur-oxford-street-z237
"ZUDIO - GWALIOR, KESHAR MALL","Racecourse Road, Railway Colony , Gwalior - 474002 , Madhya Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/madhyapradesh/gwalior/zudio-gwalior-keshar-mall-z225
"ZUDIO - BARAMATI, SUBHADRA MALL","Plot No. 60, Bhigwan Road, Industrial area, Village Rui MIDC , Baramati - 413133 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/baramati/zudio-baramati-subhadra-mall-z309
"ZUDIO - BAREILLY, RAMPUR BAUG","Tanishq Building, 35/1/3, Near Indian oil office, Civil Lines , Bareilly - 243001 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/bareilly/zudio-bareilly-rampur-baug-z338
"ZUDIO - LUCKNOW, EMERALD MALL","CP 138, Power House Chauraha , Ashiyana , Lucknow - 226012 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/lucknow/zudio-lucknow-emerald-mall-z336
"ZUDIO - BENGALURU, J P NAGAR","823M 24 Mani Road, J P Nagar 5th Phase , Bengaluru - 560068 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/823m-24-mani-road
"ZUDIO - JHANSI, CIVIL LINES","Jai Commercial Complex, 362, Dainik Jagran , Jhansi - 284001 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/jhansi/jai-commercial-complex-362
"ZUDIO - KOLKATA, MARTIN IMPALA","79/A, Jessore Road , Kolkata - 700048 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/kolkata/zudio-kolkata-martin-impala-z251
"ZUDIO - JODHPUR, ASHAPURNA MALL","P. No. M-4, Sector - E, Shastri Nagar , Jodhpur - 342001 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/jodhpur/zudio-jodhpur-ashapurna-mall-z326
"ZUDIO - PATNA, BORING ROAD","ABC Tower - Ambition Business Center, Opp. Ankur Restaurant , Patna - 800001 , Bihar",https://www.zudio.com/apps/s/zudio/storelocator/bihar/patna/zudio-patna-boring-road-z204
ZUDIO - DIBRUGARH,"K. C. Gogoi Path, Khalihamari, Near Westside , Dibrugarh - 786001 , Assam",https://www.zudio.com/apps/s/zudio/storelocator/assam/dibrugarh/zudio-dibrugarh-z203
"ZUDIO - PANIPAT, G T ROAD","R K Tower, Adjoining State Bank of India , Panipat - 132102 , Haryana",https://www.zudio.com/apps/s/zudio/storelocator/haryana/panipat/zudio-panipat-g-t-road-z285
"ZUDIO - CALICUT, MALAPPURAM","Kizhakkethala, Down Hill, Opposite to Orchid Hospital , Calicut - 676519 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/calicut/zudio-calicut-malappuram-z297
"ZUDIO - STAR BAZAAR, AHMEDABAD, KANKUBAGH MALL","Starbazar Kankubagh Mall, Ground Floor, Kankubagh Party Plot, Niranat Cross Road, Vastral , Ahmedabad - 382418 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/zudio-star-bazar-ahmedabad-kankubagh-mall-t027
"ZUDIO - ROHTAK, DELHI ROAD","Delhi Road, Jhang Colony, Mansrover Colony , Rohtak - 124001 , Haryana",https://www.zudio.com/apps/s/zudio/storelocator/haryana/rohtak/zudio-rohtak-delhi-road-z284
ZUDIO - GODHRA,"Near Moonlight Cinema, Godhra Dahod Highway , Godhra - 389001 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/godhra/zudio-godhra-z283
"ZUDIO - ERODE, GS COMPLEX","70 Perundurai Road , Erode - 638011 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/erode/zudio-erode-perundurai-road-gs-complex-z167
"ZUDIO - LUCKNOW, LULU MALL","Amar Shaheed Path, Golf City , Lucknow - 226030 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/lucknow/zudio-lucknow-lulu-mall-z247
"ZUDIO - PATNA, DAK BUNGLOW","One Mall, New Dak Bunglow Road, Adalat Ganj, Kidwaipuri , Patna - 800001 , Bihar",https://www.zudio.com/apps/s/zudio/storelocator/bihar/patna/zudio-patna-dak-bunglow-z271
"ZUDIO - KOCHI, HEERA CARNIVAL","Carnival High Street, Plot No. 206/2 to 5, National Highway 49, Irumpanam, Thrippunithra, Ernakulam , Kochi - 682301 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/kochi/zudio-kochi-heera-carnival-z221
"ZUDIO - SILIGURI, TRIDUM","Sevok Road, Ward No. 42, Don Bosco Colony , Siliguri - 734001 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/siliguri/zudio-siliguri-tridum-z254
"ZUDIO - HYDERABAD, MALKAJGIRI,","Jains Balaji Big Town, Survey no 44/1, 44/ 2, Safilguda Village, Malkajgiri Mandal, Medchal , Hyderabad - 500047 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-malkajgiri-hyderabad-z163
"ZUDIO - INDORE, RAJENDRA NAGAR","SB Park, AB Road, Hukma khadi , Indore - 452012 , Madhya Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/madhyapradesh/indore/zudio-indore-rajendra-nagar-z304
"ZUDIO - HYDERABAD, BANJARA HILLS","Starbazar 8-2 293/ 174/4/B/B, Plot No 1,1A,3,3/A & 4, Road No. 14, Banjara Hills , Hyderabad - 500034 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-banjara-hills-ii-sm20
"ZUDIO - NOIDA, GIP MALL","Shop No. - 37-38, Plot No.: A-2, Sector-38 A , Noida - 201301 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/noida/zudio-noida-gip-mall-z246
"ZUDIO - PUNE, GADIA","Starbazar Gr. Floor, Bldg.: Golden East, Survey No: 2/5, Near Mahatma Phule, Cultural Hall, Wanowrie , Pune - 411040 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudio-pune-gadia-sm27
"ZUDIO - THRISSUR, MENON ROAD","White Field Tower, Punkunnam , Thrissur - 680001 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thrissur/zudio-thrissur-menon-road-z183
"ZUDIO - VADODARA, ANANDPURA","The Baroda Cross Way (Mayfly Properties) Ground floor, Maharani Shantadevi Marg, Opp. Police Bhavan , Vadodara - 390001 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/vadodara/zudio-anandpura-vadodara-z209
"ZUDIO - SARJAPUR, BENGALURU","Starbazar Saket Callipolis, S. No. 321 BBMP Property register B, Doddankanneli, Carmelaram Post, Sarjapur Main Road , Bengaluru - 560035 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-sarjapur-bengaluru-sm13
"ZUDIO - TANJORE ROAD, TRICHY","SD Towers, SF N. – 75, 2A2A2, Trichy Tanjore Main Road, Agaram Village , Tiruchirappalli - 620019 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/tiruchirappalli/zudio-tanjore-road-trichy-z243
"ZUDIO - STAR BAZAAR, YASH ONE CENTRAL, PUNE","Starbazar Zudio, Yash One central Survey No. 173/2/2B/2, 173/2/2B/3, 173/2/2B/4, Datta Mandir Road, Datta Nagar, Wakad , Pune - 411057 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudio-yash-one-central-sm66
"ZUDIO - HYDERABAD, HYDERGUDA","Kareem Manzil, 3-6-289 , Hyderabad - 500029 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-hyderguda-z201
ZUDIO - SOLAPUR,"Starbazar 162/3 Jamshri Realty Ltd, Jamshri Compound, Opp. Indhradhanu Township Marriaai Chowk , Solapur - 413001 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/solapur/zudio-maharashtra-solapur-t030
"ZUDIO - THANE, KORUM MALL","Eastern Express Highway, Samata Nagar , Thane - 400606 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/thane/zudio-thane-korum-z313
"ZUDIO - STAR BAZAAR, BENGALURU, VIDYARANYAPURA","Starbazar First Floor, 1554/57, Vidyarunpura Main Road, Opp Kethams Hospital, Near Nanjappa Circle , Bengaluru - 560097 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-bengaluru-vidyarunpura-sm51
"ZUDIO - SILIGURI, SEVOKE ROAD","Opp. MP Jewellers, Sevoke Road , Siliguri - 734001 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/siliguri/zudio-siliguri-z164
"ZUDIO - Hyderabad, KOMPALLY","Rajeswari Warehousing Complex, Survey No. 96, Medchal Taluq, District, Malkajgiri , Hyderabad - 500014 , Telangana",https://www.zudio.com/apps/s/zudio/storelocator/telangana/hyderabad/zudio-hyderabad-kompally-z202
"ZUDIO - AURANGABAD, PROZONE MALL","Plot No.80, Chikalthana Industrial Area , Aurangabad - 431210 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/aurangabad/zudioaurangabad-z233
ZUDIO - KERALA ADOOR,"1745, 1746, 1747/24 Near Gandhi Park, Central Junction Adoor , Adoor - 691523 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/adoor/zudio-kerala-z300
ZUDIO - JAMNAGAR - II,"Shop no, 1,2,3,4 Neo Atlantic, Opp. Amber Cinema, P.N. Marg , Jamnagar - 361008 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/jamnagar/zudiojamnagar-ii-z410
"ZUDIO - GORAKHPUR, MEDICAL COLLEGE ROAD","Near H N Singh Chowk, Basharatpur Medical College Road , Gorakhpur - 273004 , Uttar Pradesh",https://www.zudio.com/apps/s/zudio/storelocator/uttarpradesh/gorakhpur/zudiogorakhpur-z249
"ZUDIO - AHMEDABAD, CHANDKHEDA","Amarkunj Business Center , Ahmedabad - 382424 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/zudioahmedabad-z282
"ZUDIO - NAVI MUMBAI, GHANSOLI","Starbazar Trishul Gold Coast, C-5, Bipex Rd, Sector 9, Ghansoli , Navi Mumbai - 400701 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/navimumbai/zudionavi-mumbai-sm24
"ZUDIO - AHMEDABAD, PRAHLAD NAGAR","Opp. Shivalik Arcade, Prahlad Nagar Cross Road, Anandnagar Road , Ahmedabad - 380015 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/zudioahmedabad-z362
"ZUDIO - NAVI MUMBAI, SANPADA","Starbazar Fairmount, Sector 17, Plot No. 4 & 6, Sanpada , Navi Mumbai - 400705 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/navimumbai/zudionavi-mumbai-sm39
"ZUDIO - AMRITSAR -||, MALL OF AMRITSAR","Grand Trunk Road, Rajinder Nagar, Maqbool Pura , Amritsar - 143001 , Punjab",https://www.zudio.com/apps/s/zudio/storelocator/punjab/amritsar/zudioamritsar-z321
"ZUDIO - PUNE, LE SKYLARK","Beside D-mart, Karve Nagar , Pune - 411052 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudiopune-z231
"ZUDIO - AHMEDABAD, HIMALAYA MALL","Ground floor 111/B, Drive in road, Memnagar , Ahmedabad - 380006 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/ahmedabad/zudio-ahmedabad-z408
"ZUDIO - BHIWANDI, HARMONY ARCADE","Ground floor, Shop No. 5 & 6, 1st Floor, Unit No. 106, Kongaon, Saravali , Bhiwandi - 421311 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/bhiwandi/zudiobhiwandi-z312
"ZUDIO - SURAT, VIP ROAD VESU","Corner Walk, Canal VIP Road, Circle , SURAT - 395007 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/surat/zudiosurat-z406
"ZUDIO - THIRUVANANTHAPURAM, MAHATMA GANDHI ROAD","Sree Ram Building, near Federal Bank, Statue , Thiruvananthapuram - 695001 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thiruvananthapuram/zudiothiruvananthapuram-z422
"Zudio - Nagpur, Landmark Complex","5 & 6, Wardha Road, below Big Bazar, Ramdaspeth , Nagpur - 440012 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/nagpur/zudionagpur-z429
"ZUDIO - BHIWADI, GENESIS MALL","5RR7+JH9, Alwar, Mega Highway , Bhiwadi - 301019 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/bhiwadi/zudiobhiwadi-z440
ZUDIO - HANUMANGARH,"Chak No. 51 NGC, Stone No. 121/258, Killa No. 14, 15, 17. Opposite Kumar Petrol Pump, Mall Road Hanumangarh- 335512 , hanumangarh - 335512 , Rajasthan",https://www.zudio.com/apps/s/zudio/storelocator/rajasthan/hanumangarh/zudiohanumangarh-z327
"ZUDIO - PALAKKAD, COLLEGE ROAD","Block No. 35, Ward No.2 , Palakkad - 678001 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/palakkad/zudiopalakkad-z327
"Zudio Kolkata, Axis Mall","Plot No CF9, Action Area 1C, New Town , Kolkata - 700156 , West Bengal",https://www.zudio.com/apps/s/zudio/storelocator/westbengal/kolkata/zudio-kolkata-z252
"ZUDIO - Surat, Vardan Textile","Shop No. G-4, G5, G6, HG-6, HG-7, HG-8, HG-9, AM’s Shri. Vardan Textile Market, Dumbhal Surat- 395010, Gujarat. , Surat - 395010 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/surat/zudiosurat-z368
"ZUDIO - Mumbai, Phoenix Market City Mall","L.B.S Marg, Kurla (W) , Mumbai - 400070 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/zudio-mumbai-z408
"ZUDIO - GURUGRAM, SOHNA ROAD","JMD Suberio - Sohna Road Opp Reach Airia Mall , Gurugram - 122103 , Haryana",https://www.zudio.com/apps/s/zudio/storelocator/haryana/gurugram/zudio-gurugram-z287
"ZUDIO - PANVEL, PRAJAPATI OPAL PANVEL","Shop No. 3 to 7 Ground & First Floor Opp. Rajiv Gandhi Maidan, Sector No. 10 , New Panvel - 410206 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/newpanvel/zudio-mumbai-z227
"ZUDIO - MUMBAI, METRO JUNCTION MALL","Shilphata Road, Netivali , Mumbai - 421306 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/mumbai/zudio-kalyan-z314
"ZUDIO - GAYA, NAGMATIA COLONY","6 Nagmatia Colony , Gaya - 823001 , Bihar",https://www.zudio.com/apps/s/zudio/storelocator/bihar/gaya/zudio-gaya-z274
"ZUDIO - BENGALURU, SHANTINIKETAN","Nexus Shantiniketan Mall, Thigalarapalya, Krishnarajapura Hoodi , Bengaluru - 560048 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-bengaluru-z295
"ZUDIO - THIRUVANANTHAPURAM, MKP SQUARE","Thulavila Karakkamandapam Nemom , Thiruvananthapuram - 695020 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/thiruvananthapuram/zudio-thiruvananthapuram-z301
"ZUDIO - Palakkad, English Church Road","Bridge Tower, English Church Road , Palakkad - 678001 , Kerala",https://www.zudio.com/apps/s/zudio/storelocator/kerala/palakkad/zudio-english-church-road-z298
"ZUDIO - BENGALURU, KAMMANAHALLI","No.7 M-322, 1st Block, 80 Ft Road, HRBR Layout, Landmark- Diagonally Opposite to Starbucks , Bengaluru - 560043 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-bengaluru-z294
"ZUDIO - PUNE, SAI PARADISE","Shop No. 6, 7, 8 & 9, Punawale , Pune - 411033 , Maharashtra",https://www.zudio.com/apps/s/zudio/storelocator/maharashtra/pune/zudio-pune-z430
"ZUDIO - PATNA, SAGUNA MALL","Ashiana Mahendra Enclave, Saguna- Khagaul Road, Kaliket Nagar, Mainpura, Opp. Ananya Tata Motors , Patna - 801503 , Bihar",https://www.zudio.com/apps/s/zudio/storelocator/bihar/patna/zudio-patna-z273
"ZUDIO - IMPHAL, PHUNI MALL","Ground floor & First floor, Airport Road, Sagolband Sayang Pukhri Mapal , Imphal - 795001 , Manipur",https://www.zudio.com/apps/s/zudio/storelocator/manipur/imphal/zudio-imphal-z469
"ZUDIO - CHENNAI, PADUR","Bhoomi & Buildings Pvt. Ltd. Stake- OMR , Chennai - 603103 , Tamil Nadu",https://www.zudio.com/apps/s/zudio/storelocator/tamilnadu/chennai/zudio-chennai-z242
"ZUDIO - DAVANAGERE, SS GARDENIA MALL","Door No. 3993/23, S. S. Layout, Shamanur Road , Davanagere - 577004 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/davanagere/zudio-davanagere-z292
"ZUDIO - BENGALURU, JAYANAGAR","#230 (Old No 17) 9th Main, Jayanagar 3rd Block , Bengaluru - 560011 , Karnataka",https://www.zudio.com/apps/s/zudio/storelocator/karnataka/bengaluru/zudio-chennai-z219
"ZUDIO - SURAT, MILANO MULTPLEX BARDOLI","Opp. Vimal Agro, Village Ten , Surat - 394601 , Gujarat",https://www.zudio.com/apps/s/zudio/storelocator/gujarat/surat/zudio-surat-z500
