store_name,store_linnk,store_locality,store_phone_numbers,store_address,store_landmark
V-Mart - Sambalpur,https://stores.vmartretail.com/v-mart-sambalpur-nayapara-sambalpur-30865/home,"Nayapara, Sambalpur",+919337485137,"Unit No 4, Chowk, Gole Bazar, Gole Bazar, Near Board of Secondary Education (BSE), Odisha, Nayapara, Sambalpur, Odisha, 768001","Near Board of Secondary Education (BSE), Odisha"
V-Mart - Deoghar,https://stores.vmartretail.com/v-mart-deoghar-williams-town-deoghar-30982/home,"Williams Town, Deoghar",+919386888167,"Deoghar Palace, Vip Chowk, Court Road, Near Vip Chowk, Williams Town, Deoghar, Jharkhand, 814112",Near Vip Chowk
V-Mart - Bokaro Mall,https://stores.vmartretail.com/v-mart-bokaro-mall-bokaro-36828/home,Bokaro,+917303486226,"Bokaro Mall, Indira Gandhi Marg, Sector 3/C, Indira Gandhi Marg, Near The Bokaro Mall, Bokaro, Jharkhand, 827003",Near The Bokaro Mall
V-Mart - Sambalpur,https://stores.vmartretail.com/v-mart-sambalpur-hans-nagar-sambalpur-41858/home,"Hans Nagar, Sambalpur",+918800697472,"Charvati Chak, Govindtola, Near Commissioner Colony Cricket Club Ground, Sambalpur, Hans Nagar, Sambalpur, Odisha, 768001","Near Commissioner Colony Cricket Club Ground, Sambalpur"
V-Mart - Banka,https://stores.vmartretail.com/v-mart-banka-dokania-market-banka-30918/home,"Dokania Market, Banka",+918448382152,"Madhuban Complex, Aligarh Road, Aligarh Road, Near Aman jhatka, Ankit Pathak, Dhakamore-Banka Rd, Dokania Market, Banka, Bihar, 813102","Near Aman jhatka, Ankit Pathak, Dhakamore-Banka Rd"
V-Mart - Chaas,https://stores.vmartretail.com/v-mart-chaas-bokaro-steel-city-bokaro-31096/home,"Bokaro Steel City, Bokaro",+919304058986,"Shree Ram Complex Netaji Chowk, Check Post Main Road, Near Sweet India, Bokaro Steel City, Bokaro, Jharkhand, 827013",Near Sweet India
V-Mart - Kahalgoan,https://stores.vmartretail.com/v-mart-kahalgoan-kahalgoan-bhagalpur-31015/home,"Kahalgoan, Bhagalpur",+917303200896,"Kalpana Cinema Road, Beside Bandhan Bank, Near Hotel Siddhartha International Kahalgaon, Kahalgoan, Bhagalpur, Bihar, 813204",Near Hotel Siddhartha International Kahalgaon
V-Mart - Dhanbad-Binodbihari Chowk,https://stores.vmartretail.com/v-mart-dhanbad-binodbihari-chowk-nawadih-dhanbad-30972/home,"Nawadih, Dhanbad",+919810895763,"London Mall, Binod Bihari Chowk, Hirak Road, Near Birsa Munda Park, Nawadih, Dhanbad, Jharkhand, 828130",Near Birsa Munda Park
V-Mart - Purnia,https://stores.vmartretail.com/v-mart-purnia-subhash-nagar-purnea-31026/home,"Subhash Nagar, Purnea",+918448091173,"Polytechonic Chowk, Subhash Nagar, Near Polytechnic chowk, Subhash Nagar, Purnea, Bihar, 854301",Near Polytechnic chowk
V-Mart - Rambagh Chowk,https://stores.vmartretail.com/v-mart-rambagh-chowk-rambagh-purnea-31069/home,"Rambagh, Purnea",+918130420517,"Rambagh Chowk Thana Sadar, Rambagh Chowk, Near Kali Mandir, Rambagh, Purnia, Rambagh, Purnea, Bihar, 854301","Near Kali Mandir, Rambagh, Purnia"
V-Mart - Hirapur,https://stores.vmartretail.com/v-mart-hirapur-hirapur-dhanbad-30848/home,"Hirapur, Dhanbad",+919334333519,"Luby Circular Road, Manoram Nagar, Luby Circular Road, Near Hirapur Rd, Dhanbad, Hirapur, Dhanbad, Jharkhand, 826001","Near Hirapur Rd, Dhanbad"
V-Mart - Dhanbad-Saraidhella,https://stores.vmartretail.com/v-mart-dhanbad-saraidhella-saraidhella-dhanbad-30920/home,"Saraidhella, Dhanbad",+917428264726,"Aastha Twin Tower, Govindpuri Road, Near Mocha, Saraidhella, Dhanbad, Jharkhand, 828127",Near Mocha
V-Mart - Godda-Rautara Chowk,https://stores.vmartretail.com/v-mart-godda-rautara-chowk-godda-godda-31002/home,"Godda, Godda",+919311388653,"Ground Floor, Rautara Chowk, Near Routara Chowk, Godda, Godda, Jharkhand, 814133",Near Routara Chowk
V-Mart - Katihar-Mirchaibari,https://stores.vmartretail.com/v-mart-katihar-mirchaibari-mirchaibari-katihar-30714/home,"Mirchaibari, Katihar",+917042989911,"Maa Gayatri Complex, Near Mirchaibari, Mirchaibari, Katihar, Bihar, 854105",Near Mirchaibari
V-Mart - Katihar-New Market,https://stores.vmartretail.com/v-mart-katihar-new-market-gami-tola-katihar-31082/home,"Gami Tola, Katihar",+917428661153,"Katihar New Market, Rp Road, Near New market,Katihar, Gami Tola, Katihar, Bihar, 854105","Near New market,Katihar"
V-Mart - Porbandar,https://stores.vmartretail.com/v-mart-porbandar-jalaram-colony-porbandar-38329/home,"Jalaram Colony, Porbandar",+919650200349,"Survey No 6132/7, Ward No 2, Near Jalaram Colony, Jalaram Colony, Porbandar, Gujarat, 360575",Near Jalaram Colony
V-Mart - Kishanganj,https://stores.vmartretail.com/v-mart-kishanganj-kagzia-basti-kishanganj-30742/home,"Kagzia Basti, Kishanganj",+918448091174,"Paschimpali College, Road, Ghoramara, Near Hotel Daftari Palace, Paschimpali Chowk, Kagzia Basti, Kishanganj, Bihar, 855107","Near Hotel Daftari Palace, Paschimpali Chowk"
V-Mart - Veraval,https://stores.vmartretail.com/v-mart-veraval-railway-station-area-veraval-38350/home,"Railway Station Area, Veraval",+919311027404,"R.S. No 313, Block Building, Block 1, Near Veraval Junction, Railway Station Area, Veraval, Gujarat, 362265",Near Veraval Junction
V-Mart - Adityapur,https://stores.vmartretail.com/v-mart-adityapur-kadma-east-singhbhum-30939/home,"Kadma, East Singhbhum",+917290036204,"Radha Krishna Nirmaan Pvt Ltd, Kandra Road, Adityapur, Kandra Road, Near Sher-e-Punjab Chowk, Kadma, East Singhbhum, Jharkhand, 831005",Near Sher-e-Punjab Chowk
V-Mart - Jamshedpur-Sakchi Ambagan,https://stores.vmartretail.com/v-mart-jamshedpur-sakchi-ambagan-sakchi-jamshedpur-30896/home,"Sakchi, Jamshedpur",+917303182536,"Sakchi, SNP Area, Ambagan, SNP Area, Near Ambagan, Sakchi, Jamshedpur, Sakchi, Jamshedpur, Jharkhand, 831001","Near Ambagan, Sakchi, Jamshedpur"
V-Mart - Dumka,https://stores.vmartretail.com/v-mart-dumka-veer-kuwar-singh-chowk-dumka-30902/home,"Veer Kuwar Singh Chowk, Dumka",+919304006568,"Neeche Bazar, Main Road, Main Road, Near Nicha Bazar, Dumka, Veer Kuwar Singh Chowk, Dumka, Jharkhand, 814101","Near Nicha Bazar, Dumka"
V-Mart - Raiganj-Mg Road,https://stores.vmartretail.com/v-mart-raiganj-mg-road-raiganj-raiganj-30752/home,"Raiganj, Raiganj",+917428264729,"Ground Floor, Mg Road, Near Mp Jewellers, Raiganj, Mg Road, Near HOTEL VINAYAK, M G Rd., Raiganj, Raiganj, Raiganj, West Bengal, 733134","Near HOTEL VINAYAK, M G Rd., Raiganj"
V-Mart - Keonjhar,https://stores.vmartretail.com/v-mart-keonjhar-madhapur-keonjhar-30820/home,"Madhapur, Keonjhar",+918448091172,"Raj Complex, Joda Barbil Road, New Market, Joda Barbil Road, Near Office of the Collector and District Magistrate, Madhapur, Keonjhar, Odisha, 758001",Near Office of the Collector and District Magistrate
V-Mart - Dhuliyan,https://stores.vmartretail.com/v-mart-dhuliyan-dhuliyan-murshidabad-30928/home,"Dhuliyan, Murshidabad",+917290036203,"Plot No 430, Kanchantala, Samsherganj, Kanchantala, Near Dhulian SO (Post Office), Dhuliyan, Murshidabad, West Bengal, 742202",Near Dhulian SO (Post Office)
V-Mart - Jalpaiguri,https://stores.vmartretail.com/v-mart-jalpaiguri-nutan-pura-jalpaiguri-30808/home,"Nutan Pura, Jalpaiguri",+918882164138,"Kadam Dala Mod, Dbc Road, Dbc Road, Near Jalpaiguri Station, Nutan Pura, Jalpaiguri, West Bengal, 735101",Near Jalpaiguri Station
V-Mart - Angul-Shankar Cinema Road,https://stores.vmartretail.com/v-mart-angul-shankar-cinema-road-bazarapada-angul-33661/home,"Bazarapada, Angul",+919560409612,"Shankar Cinema Road, Shankar Cinema Road, Near Shankar Cinema Rd, Angul, Bazarapada, Angul, Odisha, 759122","Near Shankar Cinema Rd, Angul"
V-Mart - Nabarangpur,https://stores.vmartretail.com/v-mart-nabarangpur-dolai-street-nabarangapur-30758/home,"Dolai Street, Nabarangapur",+918448597239,"Old Market, Main Road, Gandhi Chowk, Gandhi Chowk, Near Maa Bhandara Gharani Temple, Dolai Street, Nabarangapur, Odisha, 764059",Near Maa Bhandara Gharani Temple
V-Mart - Murshidabad,https://stores.vmartretail.com/v-mart-murshidabad-berhampore-murshidabad-31061/home,"Berhampore, Murshidabad",+918130420625,"Plot No 51 B, B Sen Road, Near Murshidabad District Central Co-Operative Bank, Berhampore, Murshidabad, West Bengal, 742101",Near Murshidabad District Central Co-Operative Bank
V-Mart - Baripada,https://stores.vmartretail.com/v-mart-baripada-baripada-baripada-30915/home,"Baripada, Baripada",+919338932593,"Sagar Palace Kc Circle, Udate, Belagadia Road, Belagadia Road, Near Maa Ambika Temple, Ambica Mandir, Badabazar, Baripada, Baripada, Odisha, 757001","Near Maa Ambika Temple, Ambica Mandir, Badabazar"
V-Mart - Burdwan Najrul Pally,https://stores.vmartretail.com/v-mart-burdwan-najrul-pally-kantapukur-mor-burdwan-30817/home,"Kantapukur Mor, Burdwan",+919667741027,"V Mart Retail Ltd, GT Road, Near Madania Mosque, Nazrul Pally, Kantapukur Mor, Burdwan, West Bengal, 713101","Near Madania Mosque, Nazrul Pally"
V-Mart - Burdwan,https://stores.vmartretail.com/v-mart-burdwan-perbirhata-burdwan-32957/home,"Perbirhata, Burdwan",+918882372096,"Birhata, Sripally, GT Road, GT Road, Near NAKSHATRA - Banquet, Hotel and Restaurant, Bardhaman, Perbirhata, Burdwan, West Bengal, 713103","Near NAKSHATRA - Banquet, Hotel and Restaurant, Bardhaman"
V-Mart - Kharagpur,https://stores.vmartretail.com/v-mart-kharagpur-kharagpur-kharagpur-31068/home,"Kharagpur, Kharagpur",+917290036208,"Ward No 16 Malancha Road, School, Malancha Road, Near Kharagpur Atulmoni Polytechnic High School(H.S), Kharagpur, Kharagpur, West Bengal, 721301",Near Kharagpur Atulmoni Polytechnic High School(H.S)
V-Mart - Cooch Behar,https://stores.vmartretail.com/v-mart-cooch-behar-khagrabari-cooch-behar-31064/home,"Khagrabari, Cooch Behar",+917827177978,"No 122, Keshab Road, Near Rajbari Stadium, Cooch Behar, Khagrabari, Cooch Behar, West Bengal, 736101","Near Rajbari Stadium, Cooch Behar"
V-Mart - Arambagh,https://stores.vmartretail.com/v-mart-arambagh-arambag-hooghly-30732/home,"Arambag, Hooghly",+918130420323,"Plot No 1010,1032 And 1046, Paschim Krishnapur, Paschim Krishnapur, Near Link road parking lot, Arambag, Arambag, Hooghly, West Bengal, 712601","Near Link road parking lot, Arambag"
V-Mart - Nayagarh,https://stores.vmartretail.com/v-mart-nayagarh-sundaria-nayagarh-42029/home,"Sundaria, Nayagarh",+919910985208,"Satkar Complex, Main Road, Near Nayagarh Women's College, Sundaria, Nayagarh, Odisha, 752078",Near Nayagarh Women's College
V-Mart - Cuttack-Badambadi,https://stores.vmartretail.com/v-mart-cuttack-badambadi-badambadi-colony-cuttack-37243/home,"Badambadi Colony, Cuttack",+919667300210,"Ground Floor, Bishram Nagar, Link Road, Near Sarojini Hospital, Bishram Nagar, Near Badambadi Colony, Badambadi Colony, Cuttack, Odisha, 753009",Near Badambadi Colony
V-Mart - Cuttack,https://stores.vmartretail.com/v-mart-cuttack-badambadi-colony-cuttack-30914/home,"Badambadi Colony, Cuttack",+917289007480,"Ground Floor, Link Road, Bishram Nagar, Near Link Road, Cuttack, Badambadi Colony, Cuttack, Odisha, 753012","Near Link Road, Cuttack"
V-Mart - Bhubaneswar-Patia,https://stores.vmartretail.com/v-mart-bhubaneswar-patia-patia-bhubaneswar-32343/home,"Patia, Bhubaneswar",+919289662265,"Maruti Mall, KIIT Square, Nandankannan Road, Near Kiit Chowk, Patia, Bhubaneswar, Odisha, 751024",Near Kiit Chowk
V-Mart - Krishnanagar-West Bengal,https://stores.vmartretail.com/v-mart-krishnanagar-west-bengal-krishna-nagar-krishnagar-30885/home,"Krishna Nagar, Krishnagar",+918448480722,"Plot No 20, Dl Roy Road, Pallysree Krishna Nagar, Dl Roy Road, Near Pagla Kali Mandir, Krishnanagar, Krishna Nagar, Krishnagar, West Bengal, 741101","Near Pagla Kali Mandir, Krishnanagar"
V-Mart - Shantipur,https://stores.vmartretail.com/v-mart-shantipur-santipur-santipur-30776/home,"Santipur, Santipur",+918130420073,"9/1, Rn Tagore Road, Shantipur, Rn Tagore Road, Near Shantipur Junction, Santipur, Santipur, West Bengal, 741404",Near Shantipur Junction
V-Mart - Tamluk-Maniktala,https://stores.vmartretail.com/v-mart-tamluk-maniktala-tamluk-tamluk-30911/home,"Tamluk, Tamluk",+919319697761,"Mechada Road, Purba Medinipur, Maniktala, Purba Medinipur, Near Fcp Acting School, Haldia, Tamluk, Tamluk, West Bengal, 721636","Near Fcp Acting School, Haldia"
V-Mart - Bandel,https://stores.vmartretail.com/v-mart-bandel-bandel-hooghly-30780/home,"Bandel, Hooghly",+919319697760,"Plot No 15 And 24, Gt Road, Gt Road, Near Bandel More (G.T.Road), Bandel, Hooghly, West Bengal, 712123",Near Bandel More (G.T.Road)
V-Mart - Urban Bank Road,https://stores.vmartretail.com/v-mart-urban-bank-road-brahmapur-sadar-ganjam-30834/home,"Brahmapur Sadar, Ganjam",+917290036211,"Ground Floor, Annapurna Market, Urban Bank Road, Annapurna Market, Near Silk City Burger's, Gandhi Nagar, Brahmapur, Brahmapur Sadar, Ganjam, Odisha, 760001","Near Silk City Burger's, Gandhi Nagar, Brahmapur"
V-Mart,https://stores.vmartretail.com/v-mart-lal-bazar-kolkata-37515/home,"Lal Bazar, Kolkata",+919311389603,"Thakurpara Road, RC Mall, Naihati, Near Naihati Narendra Vidyaniketan (Estd-1933), Lal Bazar, Kolkata, West Bengal, 743165",Near Naihati Narendra Vidyaniketan (Estd-1933)
V-Mart - Dankuni,https://stores.vmartretail.com/v-mart-dankuni-dankuni-hooghly-41881/home,"Dankuni, Hooghly",+919319995351,"Ward No 16, Monoharpur, TN Mukerjee Road, Near Dankuni Play Ground, Dankuni, Hooghly, West Bengal, 712311",Near Dankuni Play Ground
V-Mart - Dhubri-Gtb Road,https://stores.vmartretail.com/v-mart-dhubri-gtb-road-bidyapara-dhubri-30901/home,"Bidyapara, Dhubri",+917303182534,"Ward No 9, Gtb Road, Gtb Road, Near Circle Office, Dhubri, Bidyapara, Dhubri, Assam, 783301","Near Circle Office, Dhubri"
V-Mart - Konnagar-Ig Road,https://stores.vmartretail.com/v-mart-konnagar-ig-road-konnagar-hooghly-33102/home,"Konnagar, Hooghly",+919599298109,"Heaven Garden, Indra Gandhi Road, Indra Gandhi Road, Near Indira Gandhi Rd, Konnagar, Konnagar, Hooghly, West Bengal, 712235","Near Indira Gandhi Rd, Konnagar"
V-Mart - Kolkata-Esplanade,https://stores.vmartretail.com/v-mart-kolkata-esplanade-esplanade-kolkata-30771/home,"Esplanade, Kolkata",+919560622886,"Shop No 7, Metropolitan Building, Jawahar Lal Nehru Road, Jawahar Lal Nehru Road, Near Indian Museum, Jawaharlal Nehru Rd, Kolkata, Esplanade, Kolkata, West Bengal, 700013","Near Indian Museum, Jawaharlal Nehru Rd, Kolkata"
V-Mart - Kolkata-Barasat,https://stores.vmartretail.com/v-mart-kolkata-barasat-sethpukhar-kolkata-31067/home,"Sethpukhar, Kolkata",+917428495283,"65/6, Jessore Road N, Sethpukhar, Near Sethpukur, Barasat, Sethpukhar, Kolkata, West Bengal, 700124","Near Sethpukur, Barasat"
V-Mart - Amtala,https://stores.vmartretail.com/v-mart-amtala-amtala-kolkata-33103/home,"Amtala, Kolkata",+919667300374,"Amtala Bazar, Nibarandutta Road, Borhanpur village, Near Amtala Bus Stand, Amtala, Kolkata, West Bengal, 743503",Near Amtala Bus Stand
V-Mart - Kokrajhar,https://stores.vmartretail.com/v-mart-kokrajhar-bishmuri-kokrajhar-41897/home,"Bishmuri, Kokrajhar",+919319995349,"J D Road, Near MRM Hospital, Near Kokrajhar Railway Station, Bishmuri, Kokrajhar, Assam, 783370",Near Kokrajhar Railway Station
V-Mart - Puri,https://stores.vmartretail.com/v-mart-puri-badasankha-puri-41805/home,"Badasankha, Puri",+918130140691,"Plot No 832, Khata No 35, Unit No 30, Near District Headquarter Hospital, Puri, Badasankha, Puri, Odisha, 752002","Near District Headquarter Hospital, Puri"
V-Mart - Bongaon-Jessore Road,https://stores.vmartretail.com/v-mart-bongaon-jessore-road-north-24-parganas-bangaon-34272/home,"North 24 Parganas, Bangaon",+919667226528,"Jessore Road, Jessore Road, Near IDBI Bank, Village - Korerbagan, Bangaon, North 24 Parganas, Bangaon, West Bengal, 743235","Near IDBI Bank, Village - Korerbagan, Bangaon"
V-Mart - Basirhat,https://stores.vmartretail.com/v-mart-basirhat-basirhat-north-24-parganas-41855/home,"Basirhat, North 24 Parganas",+918800705930,"Puratan Bazar, Itinda Road, Near Basirhat Town High School (H.S.), Basirhat, North 24 Parganas, West Bengal, 743411",Near Basirhat Town High School (H.S.)
V-Mart - Barpeta Town-Howly Road,https://stores.vmartretail.com/v-mart-barpeta-town-howly-road-sonkuchi-barpeta-37446/home,"Sonkuchi, Barpeta",+919717122998,"Ground Floor, Howly - Barpeta Road, Howly - Barpeta Road, Near NIRC & Hospital, Sonkuchi-Betbari Rd, Sonkuchi, Barpeta, Assam, 781301","Near NIRC & Hospital, Sonkuchi-Betbari Rd"
V-Mart - Nalbari,https://stores.vmartretail.com/v-mart-nalbari-islamsupa-nalbari-30744/home,"Islamsupa, Nalbari",+917042313004,"Dag No 1260/1869, Baro Masjid Chowk, Hajo Road, Baro Masjid Chowk, Near Masjid Chowk, Nalbari Main Rd, Islamsupa, Nalbari, Assam, 781335","Near Masjid Chowk, Nalbari Main Rd"
V-Mart - Rangia-Bhutan Bus Stand,https://stores.vmartretail.com/v-mart-rangia-bhutan-bus-stand-rangia-rangia-33101/home,"Rangia, Rangia",+919971143002,"Bhutan Road, Public Bus Stand, Bhutan Road, Near Mrityunjay Shiv Mandir,Gandhibari, Rangia, Rangia, Rangia, Assam, 781354","Near Mrityunjay Shiv Mandir,Gandhibari, Rangia"
V-Mart - Sualkuchi,https://stores.vmartretail.com/v-mart-sualkuchi-hajo-block-saukuchi-32340/home,"Hajo Block, Saukuchi",+918800192274,"Sualkuchi, Bangshar, Bangshar, Near Assam Gramin Vikash Bank,Noh-Para, Sualkuchi, Hajo Block, Saukuchi, Assam, 781103","Near Assam Gramin Vikash Bank,Noh-Para, Sualkuchi"
V-Mart - Kalapahar-Guwahati,https://stores.vmartretail.com/v-mart-kalapahar-guwahati-kala-pahar-guwahati-31079/home,"Kala Pahar, Guwahati",+918448480727,"Lokhra Rd, Lutuma, Barsapara, Binowa Nagar, Near Kalapahar, Kala Pahar, Guwahati, Assam, 781018",Near Kalapahar
V-Mart - Beltola,https://stores.vmartretail.com/v-mart-beltola-kundil-nagar-guwahati-41819/home,"Kundil Nagar, Guwahati",+919311453632,"Basistha Road, Beltola Tiniali, Near Ratnamouli Palace,Beltola, Kundil Nagar, Guwahati, Assam, 781028","Near Ratnamouli Palace,Beltola"
V-Mart - Kharupetia-Panbari Road,https://stores.vmartretail.com/v-mart-kharupetia-panbari-road-thekerabari-darrang-31076/home,"Thekerabari, Darrang",+917303585362,"Ward No 7, Panbari Road, NH 15, Kharupetia, Near Kharupetia, Thekerabari, Darrang, Assam, 784115",Near Kharupetia
LimeRoad,https://stores.vmartretail.com/limeroad-basaveshvar-nagar-hubli-39390/home,"Basaveshvar Nagar, Hubli",+918826333631,"Ravi Nagar, Gokul Road, Beside Axis Bank, Basaveshvar Nagar, Hubli, Karnataka, 580030",Beside Axis Bank
"V-Mart - Agartala, Nagarjala",https://stores.vmartretail.com/v-mart-agartala-nagarjala-bardowali-agartala-38357/home,"Bardowali, Agartala",+917002100943,"Nagarjala Bus Stand Road, Near Imperial Heights Building, Nagarjala, Near Nagerjala Bus Stand Transit Rd, Bardowali, Agartala, Tripura, 799003",Near Nagerjala Bus Stand Transit Rd
V-Mart - Agartala,https://stores.vmartretail.com/v-mart-agartala-abhay-nagar-agartala-41820/home,"Abhay Nagar, Agartala",+919311452369,"VIP Road, Near Radha Nagar Bus Station, Near Lake Chowmuhani Market, Agartala, Abhay Nagar, Agartala, Tripura, 799010","Near Lake Chowmuhani Market, Agartala"
V-Mart - Agartala-Shakuntala Road,https://stores.vmartretail.com/v-mart-agartala-shakuntala-road-dhaleswar-agartala-30812/home,"Dhaleswar, Agartala",+919821399066,"Plot No 15, Shakuntala Road, Agartala-Shakuntala Road, Shakuntala Road, Near Tripura State Museum, Dhaleswar, Agartala, Tripura, 799001",Near Tripura State Museum
V-Mart - Morigaon,https://stores.vmartretail.com/v-mart-morigaon-mouza-morigaon-41894/home,"Mouza, Morigaon",+919319995847,"PP No 873, Dag No 1405, Revenue Town Kissam, Near Morigaon Zilla Parishad, Mouza, Morigaon, Assam, 782105",Near Morigaon Zilla Parishad
V-Mart - Dhekiajuli-Tezpur Road,https://stores.vmartretail.com/v-mart-dhekiajuli-tezpur-road-dhekiajuli-sonitpur-32336/home,"Dhekiajuli, Sonitpur",+919289662259,"Ground Floor, Tezpur Road, Near Ward No 10, Dhekiajuli, Sonitpur, Assam, 784110",Near Ward No 10
V-Mart - Jowai,https://stores.vmartretail.com/v-mart-jowai-jowai-jowai-30994/home,"Jowai, Jowai",+918130420225,"Silchar Road Ladthadlaboh, Silchar Road Ladthadlaboh, Near Ladthadlaboh Playground, Jowai, Jowai, Meghalaya, 793150",Near Ladthadlaboh Playground
V-Mart - Udaipur - Tripura,https://stores.vmartretail.com/v-mart-udaipur-tripura-udaipur-part-udaipur-41882/home,"Udaipur part, Udaipur",+918130324598,"New Town Road, Master Para, Near Tripura Sundari Hospital, Udaipur part, Udaipur, Tripura, 799105",Near Tripura Sundari Hospital
V-Mart - Belonia-Hall Chowmuhani,https://stores.vmartretail.com/v-mart-belonia-hall-chowmuhani-beloniya-37400/home,Beloniya,+919599172571,"Belonia Road, Belonia Road, Near Belonia Town Hall, Beloniya, Tripura, 799155",Near Belonia Town Hall
V-Mart - Nagaon,https://stores.vmartretail.com/v-mart-nagaon-panigaon-nagaon-30731/home,"Panigaon, Nagaon",+918448480726,"Ground Floor, Assam Trunk Road, Kalibari, Assam Trunk Road, Near Panigaon Durgabari, Panigaon, Nagaon, Assam, 782001",Near Panigaon Durgabari
V-Mart - Dharmanagar-Station Road,https://stores.vmartretail.com/v-mart-dharmanagar-station-road-baruakandi-dharmanagar-30922/home,"Baruakandi, Dharmanagar",+919810890346,"Station Road, Rajbari, Dharmanagar, Station Road, Near Power House Quater Complex, Dharmanagar, Baruakandi, Dharmanagar, Tripura, 799253","Near Power House Quater Complex, Dharmanagar"
V-Mart - Biswanath Chariali,https://stores.vmartretail.com/v-mart-biswanath-chariali-biswanath-chariali-biswanath-30866/home,"Biswanath Chariali, Biswanath",+919319697762,"Bg Road, Bg Road, Near Police point, Pavoi Road, Biswanath Charali, Biswanath Chariali, Biswanath, Assam, 784176","Near Police point, Pavoi Road, Biswanath Charali"
V-Mart - Itanagar,https://stores.vmartretail.com/v-mart-itanagar-itanagar-papum-pare-30845/home,"Itanagar, Papum Pare",+917428495285,"Bagang Shopping Complex, R&G Near Akash Deep, Main Bazar Road, Near Akashdeep, Itanagar, Papum Pare, Arunachal Pradesh, 791111",Near Akashdeep
V-Mart - Jorhat,https://stores.vmartretail.com/v-mart-jorhat-gar-ali-jorhat-30753/home,"Gar-Ali, Jorhat",+918448480728,"Mouza No 2, Assam Truck Road, Assam Truck Road, Near Eleye Multiplex, Gar-Ali, Jorhat, Assam, 785001",Near Eleye Multiplex
V-Mart - Imphal,https://stores.vmartretail.com/v-mart-imphal-chingmeirong-imphal-42277/home,"Chingmeirong, Imphal",+919958556184,"Khongnang Ani Karak, Dingku Road, Chingmeirong, Imphal, Manipur, 795001",
V-Mart - Sivasagar-Boarding Road,https://stores.vmartretail.com/v-mart-sivasagar-boarding-road-dolmukh-chariali-sivasagar-37442/home,"Dolmukh Chariali, Sivasagar",+919289662260,"Ground Floor, Boarding Road, Near Boarding Road, Dolmukh Chariali, Sivasagar, Assam, 785640",Near Boarding Road
"V-Mart - Hijuguri, Tinsukia - Tinsukia-Station Road",https://stores.vmartretail.com/v-mart-hijuguri-tinsukia-tinsukia-station-road-hijuguri-tinsukia-37249/home,"Hijuguri, Tinsukia",+917303486369,"SM Complex, Tinsukia-Station Road, Near Royal Enfield Showroom - SD Royal, Hijuguri, Tinsukia, Assam, 786125",Near Royal Enfield Showroom - SD Royal
