store_name,store_linnk,store_locality,store_phone_numbers,store_address,store_landmark
V-Mart - Jammu-Janipur,https://stores.vmartretail.com/v-mart-jammu-janipur-housing-colony-jammu-31049/home,"Housing Colony, Jammu",+917428495284,"Khasra No 1145, Pamposh Colony, Janipur, Near Janipur, Jammu, Housing Colony, Jammu, Jammu And Kashmir, 180007","Near Janipur, Jammu"
V-Mart - Rajsamand-Kankroli,https://stores.vmartretail.com/v-mart-rajsamand-kankroli-kankroli-rajsamand-32332/home,"Kankroli, Rajsamand",+917303537755,"Saraswati Colony, Saraswati Colony, Rajsamand, Near Shree Dwarkadhish Kankroli Bus Stand, Kankroli, Rajsamand, Rajasthan, 313324",Near Shree Dwarkadhish Kankroli Bus Stand
V-Mart - Gauriganj,https://stores.vmartretail.com/v-mart-gauriganj-gauriganj-sultanpur-31033/home,"Gauriganj, Sultanpur",+918448085180,"Jamo Shopp Centre, Jamo Shopp Centre, Near CHATORE- Taste of Lucknow, Gauriganj, Sultanpur, Uttar Pradesh, 227409",Near CHATORE- Taste of Lucknow
V-Mart - Udhampur,https://stores.vmartretail.com/v-mart-udhampur-shiv-nagar-jammu-31013/home,"Shiv Nagar, Jammu",+919103322050,"Chanakya Plaza Complex, Nh 1A, Near Jammu and Kashmir Bank,Udhampur, Shiv Nagar, Jammu, Jammu And Kashmir, 182101","Near Jammu and Kashmir Bank,Udhampur"
V-Mart - Faizabad,https://stores.vmartretail.com/v-mart-faizabad-niyawan-faizabad-30710/home,"Niyawan, Faizabad",+918448085189,"Vaishno Palace, Niama Chauraha, Tarang Road, Niama Chauraha, Near Mall of Avadh, Niyawan, Faizabad, Uttar Pradesh, 224001",Near Mall of Avadh
V-Mart - Karwi-Chitrakoot,https://stores.vmartretail.com/v-mart-karwi-chitrakoot-karwi-chitrakoot-dham-30830/home,"Karwi, Chitrakoot Dham",+919311775493,"Main Road, Purani Bazar, Laxman Puri, Near Prince Mobile, Chitrakoot Dham, Karwi, Chitrakoot Dham, Uttar Pradesh, 210205","Near Prince Mobile, Chitrakoot Dham"
V-Mart - Faizabad-Naka,https://stores.vmartretail.com/v-mart-faizabad-naka-ayodhya-faizabad-32946/home,"Ayodhya, Faizabad",+919821226923,"Shop No 8/10/240, Naka Mujjafara, Tehsil Sadar, Naka Chowk, Near Hata Khusru Beg Wazir Ganj,Faizabad, Ayodhya, Faizabad, Uttar Pradesh, 224123","Near Hata Khusru Beg Wazir Ganj,Faizabad"
V-Mart - Amethi-Durgapur Road,https://stores.vmartretail.com/v-mart-amethi-durgapur-road-amethi-sultanpur-30794/home,"Amethi, Sultanpur",+919821189474,"Ground Floor, Amethi-Durgapur Road, Amethi-Durgapur Road, Near AMETHI POST OFFICE, Amethi, Sultanpur, Uttar Pradesh, 227405",Near AMETHI POST OFFICE
V-Mart - Balrampur-Utraula,https://stores.vmartretail.com/v-mart-balrampur-utraula-utraula-balrampur-30886/home,"Utraula, Balrampur",+919810820193,"Zamania, Rafi Nagar, Rafi Nagar, Near Assam road chauraha, Utraula Assam, Utraula, Balrampur, Uttar Pradesh, 271604","Near Assam road chauraha, Utraula Assam"
V-Mart - Sultanpur,https://stores.vmartretail.com/v-mart-sultanpur-civil-lines-sultanpur-30877/home,"Civil Lines, Sultanpur",+919319112421,"State Highway 34, State Highway 34, Near Pant Sports Stadium sultanpur, Civil Lines, Sultanpur, Uttar Pradesh, 228001",Near Pant Sports Stadium sultanpur
V-Mart - Partap Garh,https://stores.vmartretail.com/v-mart-partap-garh-civil-lines-pratapgarh-30978/home,"Civil Lines, Pratapgarh",+919369983772,"No 42, Kutchery Road, Near Company Garden, Shaheed Udyan, Civil Lines, Pratapgarh, Uttar Pradesh, 230001","Near Company Garden, Shaheed Udyan"
V-Mart - Pratapgarh-Ghantaghar,https://stores.vmartretail.com/v-mart-pratapgarh-ghantaghar-pratapgarh-pratapgarh-34978/home,"Pratapgarh, Pratapgarh",+919319259095,"Babaganj Main Allahabad Faizabad Road, Allahabad Faizabad Road, Near Siddharth Hotel,Allahabad - Pratapgarh Road, Pratapgarh, Pratapgarh, Uttar Pradesh, 230001","Near Siddharth Hotel,Allahabad - Pratapgarh Road"
V-Mart - Udaipur-Fatehpura,https://stores.vmartretail.com/v-mart-udaipur-fatehpura-fatehpura-udaipur-32344/home,"Fatehpura, Udaipur",+919599804900,"Badela Road, Badela Road, Near Parallel Hotel Udaipur, a member of Radisson Individuals, Fatehpura, Udaipur, Rajasthan, 313001","Near Parallel Hotel Udaipur, a member of Radisson Individuals"
V-Mart - Udaipur-Hiran Mangri,https://stores.vmartretail.com/v-mart-udaipur-hiran-mangri-hiran-magri-udaipur-31014/home,"Hiran Magri, Udaipur",+917042989944,"Nakoda Complex, Main Road, Sector 4, Near Nakoda Complex, Hiran Magri, Udaipur, Rajasthan, 313002",Near Nakoda Complex
V-Mart - Udaipur,https://stores.vmartretail.com/v-mart-udaipur-surajpole-udaipur-32355/home,"Surajpole, Udaipur",+919352608844,"Shastri Circle, University Road, Ashok Nagar, University Road, Near Acer Mall - Exclusive Store, Surajpole, Udaipur, Rajasthan, 313001",Near Acer Mall - Exclusive Store
V-Mart - Udaipur-Surajpole,https://stores.vmartretail.com/v-mart-udaipur-surajpole-girwa-udaipur-30768/home,"Girwa, Udaipur",+918130402905,"Ground Floor, Khatikwada, Surajpole, Khatikwada, Near Hotel Shalimar Palace, Girwa, Udaipur, Rajasthan, 313001",Near Hotel Shalimar Palace
V-Mart - Vidisha-Station Road,https://stores.vmartretail.com/v-mart-vidisha-station-road-baripura-vidisha-37302/home,"Baripura, Vidisha",+917303485113,"Station Road, Station Road, Near Madhav Ganj, Baripura, Vidisha, Baripura, Vidisha, Madhya Pradesh, 464001","Near Madhav Ganj, Baripura, Vidisha"
V-Mart - Allahabad,https://stores.vmartretail.com/v-mart-allahabad-dhoomanganj-allahabad-31007/home,"Dhoomanganj, Allahabad",+919305613960,"No 26, Gt Road, Sulem Sarai, Near Maruti Suzuki ARENA (Amitdeep Motors, Allahabad, Sulem Sarai), Dhoomanganj, Allahabad, Uttar Pradesh, 211001","Near Maruti Suzuki ARENA (Amitdeep Motors, Allahabad, Sulem Sarai)"
V Mart - Pryagraj-Phaphamau,https://stores.vmartretail.com/v-mart-pryagraj-phaphamau-phaphamau-prayagraj-32855/home,"Phaphamau, Prayagraj",+919818327193,"Shop No 213, Block B, Phaphamau Bazar, Banaras Road, Phaphamau Bazar, Near Shree Ganesh College Of IT And Management,Phaphamau, Phaphamau, Prayagraj, Uttar Pradesh, 211013","Near Shree Ganesh College Of IT And Management,Phaphamau"
V-Mart - Satna-Station Road,https://stores.vmartretail.com/v-mart-satna-station-road-railway-colony-rewa-32348/home,"Railway Colony, Rewa",+919717111997,"V-MART RETAIL LTD. STATION ROAD NEAR PREM NURSING HOME SATNA 45800, V-MART RETAIL LTD. STATION ROAD NEAR PREM NURSING HOME SATNA 45800, Near Railway Station Road, Railway Colony, Rewa, Madhya Pradesh, 485001",Near Railway Station Road
V-Mart - Prayagraj-Noorullah Road,https://stores.vmartretail.com/v-mart-prayagraj-noorullah-road-malviyanagar-prayagraj-30934/home,"Malviyanagar, Prayagraj",+918800119708,"Shop No 72/94, Noorullah Road, Khuldabad, Noorullah Road, Near Masjid Buddha Tazia, Malviyanagar, Prayagraj, Uttar Pradesh, 211003",Near Masjid Buddha Tazia
V-Mart - Kotwali,https://stores.vmartretail.com/v-mart-kotwali-miurabad-prayagraj-31009/home,"Miurabad, Prayagraj",+919359883556,"No 12/14, Chaddha Road, Rani Mandi Chowk, Near Malviyanagar, Prayagraj, Miurabad, Prayagraj, Uttar Pradesh, 211003","Near Malviyanagar, Prayagraj"
V-Mart - Akbarpur-Tanda Road,https://stores.vmartretail.com/v-mart-akbarpur-tanda-road-gandhi-nagar-akbarpur-37305/home,"Gandhi Nagar, Akbarpur",+919773870335,"Tanda Road, Mansoorpur, Mansoorpur, Near AKBARPUR DEPOT, Mohsin Pur, Akbarpur, Gandhi Nagar, Akbarpur, Uttar Pradesh, 224122","Near AKBARPUR DEPOT, Mohsin Pur, Akbarpur"
V-Mart - Basti,https://stores.vmartretail.com/v-mart-basti-gandhi-nagar-basti-30715/home,"Gandhi Nagar, Basti",+919389145112,"Subhash Tower, Mohalla Civil Station, Subhash Tower, Near GS Multi Speciality Hospital, Malviya Road, Gandhi Nagar, Basti, Uttar Pradesh, 272001","Near GS Multi Speciality Hospital, Malviya Road"
V-Mart - Akbarpur,https://stores.vmartretail.com/v-mart-akbarpur-akbarpur-akbarpur-30719/home,"Akbarpur, Akbarpur",+919336330986,"Fdra Plaza, Malipur Road, Shahzad Pur, Malipur Road, Near Geetanjali palace, Akbarpur, Akbarpur, Akbarpur, Uttar Pradesh, 224122","Near Geetanjali palace, Akbarpur"
V-Mart - Basti-Malviya Road,https://stores.vmartretail.com/v-mart-basti-malviya-road-gandhi-nagar-basti-30755/home,"Gandhi Nagar, Basti",+918052824980,"Giriraj Hotel, Shiv Gulam, Pikaura, Malviya Road, Near Roadways Tiraha, Gandhi Nagar, Basti, Uttar Pradesh, 272001",Near Roadways Tiraha
V-Mart - Bhopal-Karond,https://stores.vmartretail.com/v-mart-bhopal-karond-karond-bhopal-30970/home,"Karond, Bhopal",+917303200878,"Plot No 3 & 4, Main Road, Palak Plaza, Karond Chauraha, Near Shree Sankat Mochan Hanuman Mandir, Karond, Bhopal, Madhya Pradesh, 462001",Near Shree Sankat Mochan Hanuman Mandir
V-Mart - Berasia,https://stores.vmartretail.com/v-mart-berasia-ram-nagar-colony-bhopal-30860/home,"Ram Nagar Colony, Bhopal",+918448085176,"Plot No 8 And 9, Ground Floor Main Berasia Road, Sant Kanwar Road, Sant Kanwar Road, Near Bhopal Mandi, Ram Nagar Colony, Bhopal, Madhya Pradesh, 462021",Near Bhopal Mandi
V-Mart - Bhopal-Bairagarh,https://stores.vmartretail.com/v-mart-bhopal-bairagarh-bairagarh-bhopal-31006/home,"Bairagarh, Bhopal",+918448856619,"No New B 51/521 & 51/522, Main Road, Near Gurdwara Sahib Satguru Prasad,Bairagarh, Bairagarh, Bhopal, Madhya Pradesh, 462030","Near Gurdwara Sahib Satguru Prasad,Bairagarh"
V-Mart - Siddharthnagar-Hidil Chau,https://stores.vmartretail.com/v-mart-siddharthnagar-hidil-chau-tetri-bazar-jagdishpur-khurd-37518/home,"Tetri Bazar, Jagdishpur Khurd",+919599506724,"Hidil Chauraha Naugarh, Near Ashok Marg Chowk, Near Tetri Bazar, Tetri Bazar, Jagdishpur Khurd, Uttar Pradesh, 272207",Near Tetri Bazar
V-Mart - Bhopal,https://stores.vmartretail.com/v-mart-bhopal-sonagiri-bhopal-30980/home,"Sonagiri, Bhopal",+919301674875,"No H6B, Inderpuri, Near Piplani, BHEL, Sonagiri, Bhopal, Madhya Pradesh, 462023","Near Piplani, BHEL"
V-Mart - Rewa,https://stores.vmartretail.com/v-mart-rewa-huzur-rewa-30773/home,"Huzur, Rewa",+917289006714,"Ram Krishna Complex, Shilpi Plaza Road, Shilpi Plaza Road, Near Jyoti Senior Secondary School, Huzur, Rewa, Madhya Pradesh, 486001",Near Jyoti Senior Secondary School
V-Mart - Khalilabad,https://stores.vmartretail.com/v-mart-khalilabad-khalilabad-khalilabad-30898/home,"Khalilabad, Khalilabad",+919389383246,"State Bank Chouraha Main Road, State Bank Chouraha Main Road, Near Hiralal Ramniwas Inter College (HRIC), Khalilabad, Khalilabad, Uttar Pradesh, 272175",Near Hiralal Ramniwas Inter College (HRIC)
V-Mart - Shahganj-Jaunpur Road,https://stores.vmartretail.com/v-mart-shahganj-jaunpur-road-shahganj-jaunpur-30823/home,"Shahganj, Jaunpur",+919821189513,"Shahganj-Jaunpur Road, Jaunpur Road, Pargana, Anguli, Kharauna, Near Health Care Medical Agency Iraqiyana Ahmad Nagar, Shahganj, Jaunpur, Uttar Pradesh, 223101",Near Health Care Medical Agency Iraqiyana Ahmad Nagar
V-Mart - Pharenda-Station Road,https://stores.vmartretail.com/v-mart-pharenda-station-road-anand-nagar-pharenda-32991/home,"Anand Nagar, Pharenda",+919650732288,"Railway Station Road, Ambedkar Chowk, Ambedkar Chowk, Near Ambedkar Tiraha, Anand Nagar, Anand Nagar, Pharenda, Uttar Pradesh, 273155","Near Ambedkar Tiraha, Anand Nagar"
V-Mart - Ujjain,https://stores.vmartretail.com/v-mart-ujjain-freeganj-ujjain-30706/home,"Freeganj, Ujjain",+918448085177,"Shaheed Park, Betal Marg, Madhav Nagar, Betal Marg, Near Shaheed Park,Freeganj, Freeganj, Ujjain, Madhya Pradesh, 456001","Near Shaheed Park,Freeganj"
V-Mart - Jaunpur,https://stores.vmartretail.com/v-mart-jaunpur-olandganj-jaunpur-30881/home,"Olandganj, Jaunpur",+919336209256,"Himalaya House Badlapur Parav, Dilazak, Near IQBAL & SONS, Gularghat, Olandganj, Jaunpur, Uttar Pradesh, 222002","Near IQBAL & SONS, Gularghat"
V-Mart - Husainabad-Jaunpur,https://stores.vmartretail.com/v-mart-husainabad-jaunpur-husainabad-jaunpur-30960/home,"Husainabad, Jaunpur",+917290044272,"No 52/B, Jeycees Crossing Chauraha, Near Jaycess Chauraha Jaunpur, Husainabad, Jaunpur, Uttar Pradesh, 222001",Near Jaycess Chauraha Jaunpur
V-Mart - Rajender Nagar,https://stores.vmartretail.com/v-mart-rajender-nagar-rajendra-nagar-gorakhpur-30903/home,"Rajendra Nagar, Gorakhpur",+917499899386,"Samridhi Complex, Sonauli Road, Sonauli Road, Near The Regalia Banquet and Resort, Gorakhnath Rd, Rajendra Nagar, Gorakhpur, Uttar Pradesh, 273015","Near The Regalia Banquet and Resort, Gorakhnath Rd"
V-Mart - Ratlam Station Road,https://stores.vmartretail.com/v-mart-ratlam-station-road-ratlam-station-road-ratlam-38328/home,"Ratlam Station Road, Ratlam",+918826333657,"Mhow Road Railway Colony, Shastri Nagar, Near Ujala Palace Station Road, Ratlam Station Road, Ratlam, Madhya Pradesh, 457001",Near Ujala Palace Station Road
V-Mart - Bhadohi-Station Road,https://stores.vmartretail.com/v-mart-bhadohi-station-road-gyanpur-bhadohi-32333/home,"Gyanpur, Bhadohi",+917303511226,"Dhananjay Tower, Station Road, Bhadohi, Station Road, Near Bhadohi Mukhya Dakghar, Gyanpur, Bhadohi, Uttar Pradesh, 221401",Near Bhadohi Mukhya Dakghar
V-Mart - Gorakhpur,https://stores.vmartretail.com/v-mart-gorakhpur-vindyavasini-nagar-gorakhpur-30990/home,"Vindyavasini Nagar, Gorakhpur",+919307727720,"Ad Chowk, Bank Road, Near A D Kanya Inter College,Gorakhpur, Vindyavasini Nagar, Gorakhpur, Uttar Pradesh, 273001","Near A D Kanya Inter College,Gorakhpur"
V-Mart - Gorakhpur-Medical College,https://stores.vmartretail.com/v-mart-gorakhpur-medical-college-mughala-gorakhpur-30976/home,"Mughala, Gorakhpur",+917303585370,"Gate No 20, Medical College Road, Chargawan, Near ITI College, Medical College Road, Mughala, Gorakhpur, Uttar Pradesh, 273013","Near ITI College, Medical College Road"
V-Mart - Gorakhpur,https://stores.vmartretail.com/v-mart-gorakhpur-betiahata-gorakhpur-41895/home,"Betiahata, Gorakhpur",+919319995350,"Kamla Tomar, Hanuman Mandir Road, Near Park Hospital,Gorakhpur, Betiahata, Gorakhpur, Uttar Pradesh, 273001","Near Park Hospital,Gorakhpur"
V-Mart - Gorakhpur-Manglam-2,https://stores.vmartretail.com/v-mart-gorakhpur-manglam-2-mangalam-gorakhpur-32947/home,"Mangalam, Gorakhpur",+919289662258,"AB Tower, Bashratpur, Medical College Road, AB Tower, Near Shree Parasnath digamber jain temple,Gorakhpur, Mangalam, Gorakhpur, Uttar Pradesh, 273004","Near Shree Parasnath digamber jain temple,Gorakhpur"
V-Mart - Gorakhpur-Taramandal,https://stores.vmartretail.com/v-mart-gorakhpur-taramandal-buddha-vihar-gorakhpur-32337/home,"Buddha Vihar, Gorakhpur",+919289662264,"Commercial Street, Taramandal, Buddha Vihar, Taramandal, Near Hotel Five Senses - Restaurant & Banquet, Buddha Vihar, Gorakhpur, Uttar Pradesh, 273017",Near Hotel Five Senses - Restaurant & Banquet
V-Mart - Padari Bazar,https://stores.vmartretail.com/v-mart-padari-bazar-shahpur-gorakhpur-30764/home,"Shahpur, Gorakhpur",+919311899541,"Srishty Enclave, Padari Bazar, Padari Bazar, Near Baba traders pappu katra padri bazar, Shahpur, Gorakhpur, Uttar Pradesh, 273014",Near Baba traders pappu katra padri bazar
V Mart - Gorakhpur-Mohaddipur,https://stores.vmartretail.com/v-mart-gorakhpur-mohaddipur-mohaddipur-gorakhpur-32432/home,"Mohaddipur, Gorakhpur",+919810448543,"SH1, Beside Bharat Petrol Pump, Beside Bharat Petrol Pump, Near Purvanchal Vidyut Nigam Ltd.,Mohaddipur, Mohaddipur, Gorakhpur, Uttar Pradesh, 273008","Near Purvanchal Vidyut Nigam Ltd.,Mohaddipur"
V-Mart - Maharajganj,https://stores.vmartretail.com/v-mart-maharajganj-lohia-nagar-maharajganj-30932/home,"Lohia Nagar, Maharajganj",+918448491986,"Ground Floor, Pharenda Road, Pharenda Road, Near Durga Mandir Maharajganj, Lohia Nagar, Maharajganj, Uttar Pradesh, 273303",Near Durga Mandir Maharajganj
V-Mart - Srinagar,https://stores.vmartretail.com/v-mart-srinagar-badyar-balla-srinagar-30884/home,"Badyar Balla, Srinagar",+918471059846,"Sarah City Center, Hari Singh High Street, Indira Gandhi Road, Hari Singh High Street, Near Jahangir Chowk, Srinagar, Badyar Balla, Srinagar, Jammu And Kashmir, 190001","Near Jahangir Chowk, Srinagar"
V-Mart - Lalganj,https://stores.vmartretail.com/v-mart-lalganj-lalganj-azamgarh-30893/home,"Lalganj, Azamgarh",+917289006883,"Ground Floor, Lalganj Bazar, Lalganj Bazar, Near BLOCK LALGANJ AZAMGARH, Lalganj, Azamgarh, Uttar Pradesh, 276202",Near BLOCK LALGANJ AZAMGARH
V-Mart - Azamgarh,https://stores.vmartretail.com/v-mart-azamgarh-takiya-azamgarh-32945/home,"Takiya, Azamgarh",+918448085188,"Asif Ganj, Rajesultanpur - Azamgarh Road, Palhani, Asif Ganj, Near Nav Durga Bhandar Asifganj, Takiya, Azamgarh, Uttar Pradesh, 276001",Near Nav Durga Bhandar Asifganj
V-Mart - Bhageshwar Nagar,https://stores.vmartretail.com/v-mart-bhageshwar-nagar-bageshwar-nagar-azamgarh-31057/home,"Bageshwar Nagar, Azamgarh",+917499107686,"Rs Tower, Civil Lines, Near Roadways - Azamgarh UPSRTC, Bageshwar Nagar, Azamgarh, Uttar Pradesh, 276001",Near Roadways - Azamgarh UPSRTC
V-Mart - Azamgarh,https://stores.vmartretail.com/v-mart-azamgarh-kol-baj-bahadur-azamgarh-41896/home,"Kol Baj Bahadur, Azamgarh",+919910986409,"Civil Lines, Main Market Road, Near Government Night Shelters,Azamgarh, Kol Baj Bahadur, Azamgarh, Uttar Pradesh, 276001","Near Government Night Shelters,Azamgarh"
V-Mart - Mirzapur-Teliaganj,https://stores.vmartretail.com/v-mart-mirzapur-teliaganj-sadar-mirzapur-32953/home,"Sadar, Mirzapur",+919311388649,"Shop No 1056, Teliaganj, Maharana Pratap Marg, Tappa 84, Pargana Kantit, Near Shri Atal Bihari Vajpayee Chauraha,Mirzapur, Sadar, Mirzapur, Uttar Pradesh, 231001","Near Shri Atal Bihari Vajpayee Chauraha,Mirzapur"
V-Mart - Jabalpur-Damohnaka,https://stores.vmartretail.com/v-mart-jabalpur-damohnaka-transport-nagar-jabalpur-30991/home,"Transport Nagar, Jabalpur",+917428680312,"27 Damohji Road, Pratap Market, Near Damohnaka, Transport Nagar, Jabalpur, Madhya Pradesh, 482002",Near Damohnaka
V-Mart - Indore-Sapna Sangeeta,https://stores.vmartretail.com/v-mart-indore-sapna-sangeeta-bairati-colony-indore-30825/home,"Bairati Colony, Indore",+918130209259,"Plot No 3/2, Bhawarkua Road, Bhawarkua Road, Near Sindhi Colony, Indore, Bairati Colony, Indore, Madhya Pradesh, 452014","Near Sindhi Colony, Indore"
V-Mart - Gorakhpur-Barhalganj,https://stores.vmartretail.com/v-mart-gorakhpur-barhalganj-barhalganj-gorakhpur-32349/home,"Barhalganj, Gorakhpur",+919560707826,"Chillupar, Gola, Gola, Near Barhalganj Post Office, Barhalganj, Gorakhpur, Uttar Pradesh, 273402",Near Barhalganj Post Office
V-Mart - Bhojubeer,https://stores.vmartretail.com/v-mart-bhojubeer-rr-colony-varanasi-30701/home,"RR Colony, Varanasi",+917289010347,"Plot No 40, AV Complex, Bhojubeer, Bhojubeer, Near FirstCry.com Store Varanasi Gilat Bazar, RR Colony, Varanasi, Uttar Pradesh, 221012",Near FirstCry.com Store Varanasi Gilat Bazar
V-Mart - Hata,https://stores.vmartretail.com/v-mart-hata-hata-kushinagar-41854/home,"Hata, Kushinagar",+917303345818,"Khan Complex, Amawa Buzurg - Tendua Road, Near NAGAR PALIKA KARYALAY HATA, Hata, Kushinagar, Uttar Pradesh, 274203",Near NAGAR PALIKA KARYALAY HATA
V-Mart - Paharia,https://stores.vmartretail.com/v-mart-paharia-paharia-varanasi-30854/home,"Paharia, Varanasi",+919336745982,"S 14/73P 41, Daulatpur, Daulatpur, Near Satya Microcapital Ltd.,Paharia Mandi Rd, Paharia, Varanasi, Uttar Pradesh, 221007","Near Satya Microcapital Ltd.,Paharia Mandi Rd"
V-Mart - Maldahiya,https://stores.vmartretail.com/v-mart-maldahiya-maldahiya-varanasi-32948/home,"Maldahiya, Varanasi",+919319960083,"Shop No C21/3B, Maldahiya, Maldahiya, Near Lagpat Nagar Colony Park,Varanasi, Maldahiya, Varanasi, Uttar Pradesh, 221002","Near Lagpat Nagar Colony Park,Varanasi"
V-Mart - Luxa,https://stores.vmartretail.com/v-mart-luxa-sidhgiribagh-varanasi-30957/home,"Sidhgiribagh, Varanasi",+919389602882,"D 47/192, Khanna Villa Colony, Luxa Road, Ramapura, Near Hotel Bharat,Ramapura Luxa Rd, Sidhgiribagh, Varanasi, Uttar Pradesh, 221010","Near Hotel Bharat,Ramapura Luxa Rd"
V-Mart - Varanasi-Shivala,https://stores.vmartretail.com/v-mart-varanasi-shivala-sonarpura-varanasi-31093/home,"Sonarpura, Varanasi",+919311775497,"No 3/326, 3/329, Shivala, Bhelpur Waroad, Sonarpura, Near Baba Keenaram Ashram - Varanasi, Sonarpura, Varanasi, Uttar Pradesh, 221001",Near Baba Keenaram Ashram - Varanasi
V-Mart - Durgakund,https://stores.vmartretail.com/v-mart-durgakund-durgakund-varanasi-30935/home,"Durgakund, Varanasi",+918882313932,"Bhelpur, Lanka Road, Lanka Road, Near Shri Satyanarayan Tulsi Manas Mandir Varanasi, Durgakund, Varanasi, Uttar Pradesh, 221005",Near Shri Satyanarayan Tulsi Manas Mandir Varanasi
V-Mart - Mau-Ghosi,https://stores.vmartretail.com/v-mart-mau-ghosi-ghosi-mau-31055/home,"Ghosi, Mau",+917042989977,"Main Road Jamalpur, Jamalpur, Near Ghosi railway station, Ghosi, Mau, Uttar Pradesh, 275304",Near Ghosi railway station
V-Mart - Pithampur-Neemuch Road,https://stores.vmartretail.com/v-mart-pithampur-neemuch-road-pithampur-dhar-33662/home,"Pithampur, Dhar",+919560502142,"Neemuch Road, Neemuch Road, Near Mechanic nagar Pithampur, Pithampur, Dhar, Madhya Pradesh, 454774",Near Mechanic nagar Pithampur
V-Mart - Deoria,https://stores.vmartretail.com/v-mart-deoria-raghav-nagar-deoria-30819/home,"Raghav Nagar, deoria",+919307576256,"Ad Tower, Hanuman Mandir Road, Hanuman Mandir Road, Near Suraj Multiplex, Raghav Nagar, Deoria, Raghav Nagar, deoria, Uttar Pradesh, 274001","Near Suraj Multiplex, Raghav Nagar, Deoria"
V-Mart - Mughalsarai,https://stores.vmartretail.com/v-mart-mughalsarai-mughalsarai-chandauli-31025/home,"Mughalsarai, Chandauli",+918448528661,"Kalptaru Complex, G.T Road, Nai Basti, Circus Road, Mughalsarai, Chandauli, Uttar Pradesh, 232101",Circus Road
V-Mart - Padrauna,https://stores.vmartretail.com/v-mart-padrauna-padrauna-kushinagar-30729/home,"Padrauna, Kushinagar",+919359118854,"Kamadgiri Enterprises, Central Bank Road, CENTRAL BANK ROAD PADRAUNA KHUSHINAGAR, Near Dharamshala Rd, Khushi Nagar, Padrauna, Kushinagar, Uttar Pradesh, 274304","Near Dharamshala Rd, Khushi Nagar"
V-Mart - Mau,https://stores.vmartretail.com/v-mart-mau-sahadatpura-mau-30811/home,"Sahadatpura, Mau",+919335103351,"Prahlad Trade Center, Maunath Bhanjan, Maunath Bhanjan, Near Prahalad Trade Center?, Sahadatpura, Mau, Uttar Pradesh, 275102",Near Prahalad Trade Center?
V-Mart - Ghazipur-Kashimabad,https://stores.vmartretail.com/v-mart-ghazipur-kashimabad-mohammadabad-ghazipur-33660/home,"Mohammadabad, Ghazipur",+919599806007,"Sukaha Rasra Road, Kashimabad, Kashimabad, Near Kasimabad Post Office, Mohammadabad, Ghazipur, Uttar Pradesh, 233230",Near Kasimabad Post Office
V-Mart - Gazipur,https://stores.vmartretail.com/v-mart-gazipur-kacheri-ghazipur-30831/home,"Kacheri, Ghazipur",+919336572156,"Sichai Vibhag Chauraha, Badhwapur, Badhwapur, Near AV Starworld Cinemas, Kacheri, Ghazipur, Uttar Pradesh, 233001",Near AV Starworld Cinemas
V-Mart - Ghazipur - Mahuabagh,https://stores.vmartretail.com/v-mart-ghazipur-mahuabagh-mahuabagh-ghazipur-41965/home,"Mahuabagh, Ghazipur",+918800708486,"Aamghat Road, Near Shubhra Complex, Near Ghazipur Head Post Office, Mahuabagh, Ghazipur, Uttar Pradesh, 233001",Near Ghazipur Head Post Office
V-Mart - Robertsganj,https://stores.vmartretail.com/v-mart-robertsganj-robertsganj-sonbhadra-33104/home,"Robertsganj, Sonbhadra",+918800722747,"Ram Leela Maidan Road, New Market, Tagore Nagar, Tagore Nagar, Near Ramleela Maidan, Tagore Nagar, Robertsganj, Robertsganj, Sonbhadra, Uttar Pradesh, 231216","Near Ramleela Maidan, Tagore Nagar, Robertsganj"
V-Mart - Mehsana,https://stores.vmartretail.com/v-mart-mehsana-mahesana-gidc-mahesana-30931/home,"Mahesana Gidc, Mahesana",+919376098820,"Aum Natraj Complex, State Highway Road, State Highway Road, Near Croma - Mehsana, Mahesana Gidc, Mahesana, Gujarat, 384002",Near Croma - Mehsana
V-Mart - Waidhan-Vidhyanagar Road,https://stores.vmartretail.com/v-mart-waidhan-vidhyanagar-road-singrauli-colliery-sidhi-30940/home,"Singrauli Colliery, Sidhi",+918800560956,"Vidhya Nagar Road, Singrauli, Singrauli, Near Amar Traders (Johnson Tiles), Vindhyanagar, Singrauli Colliery, Sidhi, Madhya Pradesh, 486886","Near Amar Traders (Johnson Tiles), Vindhyanagar"
V-Mart - Bettiah,https://stores.vmartretail.com/v-mart-bettiah-vidyapati-nagar-west-champaran-30987/home,"Vidyapati Nagar, West Champaran",+917289005650,"Uk Tower, Supriya Cinema Road, Near Supriya Cinema Rd, Kamalnath Nagar, Vidyapati Nagar, West Champaran, Bihar, 845438","Near Supriya Cinema Rd, Kamalnath Nagar"
V-Mart - Bhabua,https://stores.vmartretail.com/v-mart-bhabua-bhabua-bhabua-30743/home,"Bhabua, Bhabua",+917290026406,"Ground Floor, Main Road, Main Road, Near Maa Mundeshwari Palace, Bhabua - Mohania Rd, Bhabua, Bhabua, Bihar, 821101","Near Maa Mundeshwari Palace, Bhabua - Mohania Rd"
